LossAfter,Time,ExplainedVariance,LossBefore,Entropy,AveragePolicyStd,MinReturn,Perplexity,MaxReturn,ItrTime,AverageReturn,MeanKL,TotalExecTime,NumTrajs,StdReturn,MaxKL
-0.341004,4.849701166152954,0.813997764199,-0.0348326,2.40341,0.805297,2800.0,11.0609,7200.0,4.849706172943115,5010.0,2.47375,4.765480995178223,40,1053.2805894,53.0385
-0.11335,9.546064138412476,0.309189480339,0.0128948,2.36858,0.791212,100.0,10.6822,3400.0,4.692593336105347,1245.0,0.469806,4.623896837234497,40,725.241339142,3.27324
-0.105349,14.23862099647522,0.875146158829,-0.0293716,2.37503,0.794106,3200.0,10.7513,7900.0,4.684827566146851,6405.0,0.292026,4.621589660644531,40,899.986111004,3.71028
-0.214148,18.955968379974365,0.892282546922,-0.02669,2.36034,0.787936,4000.0,10.5946,7400.0,4.712620735168457,5902.5,0.782554,4.66797137260437,40,719.544126513,8.81045
-0.0969878,23.94560718536377,0.742600024994,0.000261575,2.347,0.782591,2700.0,10.4541,6300.0,4.984730005264282,4525.0,0.41695,4.941309928894043,40,910.425724593,1.54227
-0.113602,29.721099376678467,0.916839939953,-0.0358348,2.34713,0.78263,5300.0,10.4555,8000.0,5.761925458908081,6902.5,0.315031,5.684696197509766,40,711.85936111,16.2652
-0.156334,34.27386713027954,0.891490798893,-0.0317155,2.32921,0.775463,4500.0,10.2698,7600.0,4.54620885848999,6157.5,0.583325,4.497663974761963,40,744.273975093,3.82466
