LossBefore,AveragePolicyStd,Time,MinReturn,MaxReturn,AverageReturn,Entropy,ItrTime,StdReturn,TotalExecTime,NumTrajs,LossAfter,Perplexity,MeanKL,MaxKL,ExplainedVariance
0.00804795,0.95435,6.123229265213013,800.0,7300.0,4210.0,2.74043,6.12323522567749,1753.53927815,6.0527753829956055,20,-0.0669183,15.4937,0.475553,1.50212,0.161808571867
-0.00858994,0.957805,11.985598087310791,0.0,21800.0,18440.0,2.74848,5.858312129974365,4547.7906724,5.782903671264648,20,-0.0315373,15.6189,0.0650511,0.200097,0.818601002393
-0.0127006,0.955663,17.842950344085693,0.0,21600.0,19230.0,2.74419,5.85260009765625,4496.67655052,5.771269083023071,20,-0.0201773,15.552,0.0264414,0.0558416,0.853484423711
-0.019429,0.952542,24.08090376853943,0.0,21700.0,19600.0,2.73784,6.230578184127808,4602.71658915,6.193670988082886,20,-0.0266935,15.4535,0.0140729,0.115121,0.865290568593
-0.0161623,0.94833,30.086016178131104,17400.0,21800.0,20460.0,2.72812,5.992428541183472,1015.57865279,5.919095754623413,20,-0.0272919,15.3041,0.0400646,0.121274,0.950455853669
-0.0336584,0.944292,35.793941020965576,17300.0,21900.0,20620.0,2.72004,5.699132442474365,1221.72009888,5.646737813949585,20,-0.0506233,15.1809,0.0400827,0.295641,0.959478958209
-0.0204625,0.936704,41.58255743980408,0.0,22000.0,17910.0,2.70321,5.773833274841309,6112.19273256,5.741946458816528,20,-0.0289593,14.9276,0.0213704,0.130449,0.813397087635
