LossAfter,Entropy,StdReturn,LossBefore,MaxReturn,AveragePolicyStd,ItrTime,AverageReturn,Perplexity,ExplainedVariance,TotalExecTime,MaxKL,MinReturn,NumTrajs,MeanKL,Time
-0.0,2.46033,0.0,-0.0,0.0,0.828509,7.9870452880859375,0.0,11.7087,1,7.925834655761719,0.0,0.0,20,0.0,7.987038850784302
-0.0,2.46033,0.0,-0.0,0.0,0.828509,7.728789806365967,0.0,11.7087,1,7.653892755508423,0.0,0.0,20,0.0,15.719132423400879
-0.0,2.46033,0.0,-0.0,0.0,0.828509,7.846767425537109,0.0,11.7087,1,7.809937477111816,0.0,0.0,20,0.0,23.57446527481079
-0.0,2.46033,0.0,-0.0,0.0,0.828509,7.932349681854248,0.0,11.7087,1,7.882765054702759,0.0,0.0,20,0.0,31.52105402946472
-0.0,2.46033,0.0,-0.0,0.0,0.828509,7.774046897888184,0.0,11.7087,1,7.7427144050598145,0.0,0.0,20,0.0,39.3005256652832
-0.0,2.46033,0.0,-0.0,0.0,0.828509,7.847418308258057,0.0,11.7087,1,7.8150129318237305,0.0,0.0,20,0.0,47.1553590297699
-0.0,2.46033,0.0,-0.0,0.0,0.828509,7.847442865371704,0.0,11.7087,1,7.804500579833984,0.0,0.0,20,0.0,55.007378578186035
