MeanKL,TotalExecTime,AverageReturn,LossAfter,MinReturn,NumTrajs,MaxKL,Time,AveragePolicyStd,ExplainedVariance,StdReturn,LossBefore,ItrTime,Perplexity,MaxReturn,Entropy
0.206945,31.429704666137695,1910.0,-0.0409879,0.0,20,0.660155,31.774022102355957,0.956152,0.558468571531,2465.13691303,0.000186851,31.77403211593628,15.613,7100.0,2.7481
0.0428277,36.26333212852478,42025.0,-0.0362839,33500.0,20,0.238454,68.3693425655365,0.956256,0.848146469542,5405.72613069,-0.0170336,36.590935707092285,15.6159,49300.0,2.74829
0.0578467,31.910921573638916,36825.0,-0.0330525,0.0,20,0.337085,100.65530943870544,0.952224,0.846288359437,12977.5527354,-0.00827959,32.25972104072571,15.4835,49200.0,2.73977
0.0437331,32.07506823539734,38365.0,-0.0280883,0.0,20,0.198163,133.22846603393555,0.950315,0.843187106577,13796.6037487,-0.01938,32.53479051589966,15.4195,49800.0,2.73563
0.462593,32.28233051300049,37020.0,-0.0579567,0.0,20,1.95166,165.7355673313141,0.945737,0.870213087464,15157.75709,-0.0102018,32.48257851600647,15.2708,49500.0,2.72594
0.019499,33.24684929847717,19275.0,-0.0175855,0.0,20,0.0917011,199.35745549201965,0.943355,0.515721878751,19357.0110038,-0.0076303,33.589735984802246,15.1931,49700.0,2.72084
0.0585697,34.33508014678955,28020.0,-0.0442156,0.0,20,0.370666,233.9614245891571,0.941566,0.634958603549,18777.8220249,-0.00612537,34.57891654968262,15.1353,48900.0,2.71703
