Perplexity,ExplainedVariance,AveragePolicyStd,MaxKL,StdReturn,AverageReturn,LossBefore,MinReturn,MaxReturn,TotalExecTime,Entropy,NumTrajs,Time,ItrTime,LossAfter,MeanKL
14.777,0.319643491141,0.930467,2.57883,2984.50582174,7365.0,0.0176405,2500.0,12400.0,12.390420198440552,2.69307,20,12.539949893951416,12.539956092834473,-0.105461,0.724432
15.04,0.694504483051,0.938629,0.404958,3382.93881115,16085.0,-0.00972157,7900.0,20300.0,11.38460898399353,2.71071,20,23.99032187461853,11.444468259811401,-0.0461215,0.0872858
14.9671,0.935172803216,0.936329,0.195983,1376.544587,19225.0,-0.00262574,15000.0,21600.0,11.531147480010986,2.70585,20,35.69314908981323,11.688098907470703,-0.0109879,0.0235188
14.9474,0.94182630753,0.935723,0.303727,1518.31320879,20235.0,0.00124625,17000.0,22200.0,11.803805351257324,2.70454,20,47.54401206970215,11.846360445022583,-0.00962234,0.0256874
14.9568,0.962767251041,0.936088,1.13504,1168.02183199,20965.0,-0.00465731,18100.0,22500.0,11.503085374832153,2.70516,20,59.10751008987427,11.547010660171509,-0.0270824,0.0689289
14.922,0.952290833302,0.935147,0.15558,1152.59489848,21095.0,0.00735912,17700.0,22800.0,11.582519054412842,2.70284,20,70.73998379707336,11.625470161437988,-0.00317729,0.0235636
14.977,0.950929694435,0.937062,0.592252,1432.51527042,20770.0,-0.00523672,17400.0,22300.0,11.632076501846313,2.70651,20,82.46383166313171,11.717058658599854,-0.0330956,0.0522311
