MinReturn,MaxKL,LossAfter,ExplainedVariance,Perplexity,AverageReturn,MeanKL,TotalExecTime,MaxReturn,ItrTime,Time,Entropy,LossBefore,StdReturn,AveragePolicyStd,NumTrajs
0.0,1.78413,-0.0501274,0.285243803136,14.777,50.0,0.267761,11.833610773086548,300.0,12.047447681427002,12.047440767288208,2.69307,0.011614,92.1954445729,0.930467,20
200.0,0.387207,-0.00443027,0.878045713454,14.9496,250.0,0.0158975,10.928894758224487,400.0,10.987443208694458,23.044156074523926,2.70469,0.00410267,59.160797831,0.935679,20
200.0,0.164757,0.00581796,0.908965484969,14.9803,255.0,0.0165703,11.63823127746582,300.0,11.714629173278809,34.77087068557739,2.70674,0.0191252,49.7493718553,0.936695,20
200.0,0.212263,-0.0081149,0.865171787271,15.1243,305.0,0.0145804,11.547779321670532,500.0,11.6154625415802,46.40472722053528,2.7163,-0.00255395,80.4673846972,0.941148,20
200.0,1.63884,-0.0214961,0.861751557629,15.105,335.0,0.0762424,11.330753803253174,500.0,11.391181468963623,57.80616736412048,2.71502,0.00348236,85.2936105462,0.940601,20
200.0,0.972516,-0.0139556,0.859467049935,15.1313,370.0,0.0781677,11.842719554901123,500.0,11.957848310470581,69.7738106250763,2.71677,0.0127645,95.3939201417,0.941412,20
300.0,0.554507,0.00368948,0.859582376186,15.2282,505.0,0.0385549,11.209993362426758,800.0,11.246367454528809,81.03222298622131,2.72315,0.0188902,132.193040664,0.944397,20
