AveragePolicyStd,NumTrajs,TotalExecTime,Perplexity,MinReturn,ItrTime,Time,LossAfter,MaxKL,AverageReturn,LossBefore,Entropy,ExplainedVariance,StdReturn,MaxReturn,MeanKL
0.917354,20,9.931894302368164,14.1457,600.0,10.035613059997559,10.035606384277344,0.00455154,1.0898,1755.0,0.0295786,2.64941,0.61436375475,821.872861214,3700.0,0.127983
0.932636,20,10.219832181930542,14.5704,0.0,10.348880767822266,20.391541004180908,-0.0545599,0.59706,2115.0,-0.0142089,2.67899,0.532112866913,1032.12160136,4200.0,0.135165
0.929161,20,9.975777626037598,14.4673,10400.0,10.016025066375732,30.413022756576538,-0.053704,0.417877,14025.0,0.00215337,2.67189,0.661325846879,2389.11594528,19000.0,0.20173
0.929381,20,10.206151247024536,14.4829,0.0,10.318396806716919,40.73855376243591,-0.0189498,0.209106,19550.0,-0.00818562,2.67297,0.842356982111,4511.70699403,21200.0,0.023426
0.928156,20,10.802354097366333,14.4237,19800.0,10.859154462814331,51.605509996414185,-0.0341839,0.0702091,20680.0,-0.0276581,2.66887,0.987465547985,519.23019943,21700.0,0.0114895
0.921561,20,9.780898332595825,14.2256,20100.0,9.855804443359375,61.490312337875366,-0.0067156,0.0457011,20815.0,0.00080483,2.65504,0.989979445103,386.361229939,21500.0,0.00910996
0.921486,20,10.282853841781616,14.2313,20700.0,10.31956958770752,71.82051110267639,0.00782565,0.0312091,21150.0,0.0108898,2.65545,0.992523593892,224.722050542,21700.0,0.00542448
