Entropy,TotalExecTime,AveragePolicyStd,AverageReturn,MaxKL,StdReturn,MeanKL,ExplainedVariance,NumTrajs,ItrTime,MinReturn,Perplexity,MaxReturn,Time,LossAfter,LossBefore
2.84233,8.100524663925171,1.00326,0.0,0.0,0.0,0.0,1,20,8.15781569480896,0.0,17.1557,0.0,8.157812356948853,-0.0,-0.0
2.84233,7.898276329040527,1.00326,0.0,0.0,0.0,0.0,1,20,7.936580419540405,0.0,17.1557,0.0,16.09764003753662,-0.0,-0.0
2.84233,7.825018405914307,1.00326,0.0,0.0,0.0,0.0,1,20,7.854966402053833,0.0,17.1557,0.0,23.95522403717041,-0.0,-0.0
2.84233,7.88168740272522,1.00326,0.0,0.0,0.0,0.0,1,20,7.936720609664917,0.0,17.1557,0.0,31.89651608467102,-0.0,-0.0
2.84233,8.168450593948364,1.00326,30.0,0.114872,130.766968306,0.0165441,0.0889897951974,20,8.225436449050903,0.0,17.1557,600.0,40.129812240600586,-0.00880053,-0.00168866
2.84149,8.02805757522583,1.00284,55.0,0.138383,182.961744635,0.0217297,0.163788535544,20,8.068251848220825,0.0,17.1412,800.0,48.215221643447876,0.00419492,0.0136286
2.8483,7.881814002990723,1.00624,215.0,0.0382318,355.351938225,0.00421356,0.189115645299,20,7.911601305007935,0.0,17.2584,1300.0,56.13107180595398,-0.00131428,0.00275665
