Entropy,AveragePolicyStd,MaxReturn,LossAfter,ItrTime,ExplainedVariance,Perplexity,AverageReturn,MinReturn,NumTrajs,StdReturn,MeanKL,Time,MaxKL,TotalExecTime,LossBefore
2.64941,0.917354,1300.0,-0.0371156,6.815605640411377,0.768483661751,14.1457,895.0,0.0,20,335.372926755,0.136834,6.815601348876953,2.82724,6.7318103313446045,-0.0153226
2.63409,0.910858,1500.0,-0.0218209,6.795663833618164,0.881798197033,13.9306,1100.0,900.0,20,141.421356237,0.0425736,13.614091634750366,0.375249,6.705296277999878,-0.0103545
2.62891,0.908579,1400.0,-0.0276072,6.451591491699219,0.733574326782,13.8587,885.0,100.0,20,366.435533212,0.0425306,20.069766998291016,0.45147,6.367985963821411,-0.010633
2.6236,0.90618,1600.0,-0.0157983,6.382598400115967,0.890692320861,13.7852,1135.0,900.0,20,173.997126413,0.0170924,26.45941734313965,0.22321,6.335388660430908,-0.00808082
2.61956,0.904585,1700.0,-0.0201304,6.668860673904419,0.890998104566,13.7296,1145.0,900.0,20,177.411949992,0.0269122,33.162755727767944,0.347099,6.626165866851807,-0.00848329
2.61532,0.902351,1300.0,-0.00261527,6.447610855102539,0.906984617228,13.6715,1145.0,900.0,20,111.691539518,0.0180901,39.61626410484314,0.1888,6.352355718612671,0.00903847
2.61983,0.90412,1900.0,-0.0239191,6.409334421157837,0.855077979443,13.7335,1335.0,900.0,20,285.087705803,0.085585,46.03060007095337,1.01642,6.355161905288696,0.0083583
