AveragePolicyStd,MaxReturn,AverageReturn,LossBefore,Entropy,MinReturn,MeanKL,LossAfter,ItrTime,StdReturn,Time,TotalExecTime,Perplexity,MaxKL,ExplainedVariance,NumTrajs
0.917354,1200.0,795.0,-0.0258815,2.64941,0.0,0.143006,-0.0501501,8.204814910888672,406.786184623,8.204810380935669,8.12714433670044,14.1457,2.28663,0.7140633612,20
0.904631,1200.0,1030.0,-0.00829043,2.62353,900.0,0.0503267,-0.0308787,7.2293548583984375,78.1024967591,15.438944101333618,7.166638374328613,13.7843,0.452801,0.904538334577,20
0.90321,1200.0,1080.0,0.00779544,2.61939,900.0,0.0105962,0.00348509,7.134758234024048,74.8331477355,22.577300548553467,7.111111402511597,13.7273,0.0392883,0.908776507566,20
0.905172,1300.0,1010.0,-0.00226173,2.62329,800.0,0.0305492,-0.0160659,7.377215623855591,133.790881603,29.957672119140625,7.3470635414123535,13.7809,0.234172,0.894392155096,20
0.904694,1300.0,1095.0,0.0269985,2.62215,900.0,0.0124797,0.0211967,8.048014402389526,120.312094155,38.012630224227905,8.008606195449829,13.7653,0.106394,0.900965542709,20
0.910296,1200.0,1090.0,-0.00510304,2.63565,1000.0,0.00958851,-0.0109195,8.01901650428772,70.0,46.077552318573,7.990224123001099,13.9524,0.0595966,0.911526394429,20
0.908999,1400.0,1065.0,0.0200484,2.6331,900.0,0.0116963,0.0138631,8.143359899520874,123.592070943,54.229411602020264,8.0436372756958,13.9169,0.179495,0.902770121011,20
