LossAfter,LossBefore,TotalExecTime,ExplainedVariance,AverageReturn,Entropy,Perplexity,MinReturn,ItrTime,MaxKL,MeanKL,AveragePolicyStd,StdReturn,MaxReturn,Time,NumTrajs
-0.0205884,0.00279102,31.85299324989319,0.293242521086,1215.0,2.7481,15.613,0.0,32.24601459503174,0.826947,0.158147,0.956152,1646.59497145,5500.0,32.24600958824158,20
-0.0,-0.0,31.061413288116455,1,0.0,2.75089,15.6566,0.0,31.50112819671631,0.0,0.0,0.957532,0.0,0.0,63.76038098335266,20
-0.0,-0.0,33.65098762512207,1,0.0,2.75089,15.6566,0.0,34.02080845832825,0.0,0.0,0.957532,0.0,0.0,97.80153059959412,20
-0.0,-0.0,34.20716595649719,1,0.0,2.75089,15.6566,0.0,34.501548528671265,0.0,0.0,0.957532,0.0,0.0,132.32731127738953,20
-0.0267297,-0.00015142,32.05657362937927,0.64979623141,130.0,2.75089,15.6566,0.0,32.47869873046875,0.80163,0.0988195,0.957532,566.65686266,2600.0,164.81987237930298,20
-0.00736836,-0.00157279,33.0002875328064,0.649435948174,3450.0,2.75082,15.6554,0.0,33.37151336669922,0.0905708,0.0124354,0.957454,5707.93307599,19500.0,198.2141056060791,20
-0.0157964,-0.000428325,32.40329313278198,0.589089687605,2880.0,2.75003,15.6432,0.0,32.72505784034729,0.678252,0.0491374,0.957081,5847.27286861,20200.0,230.96074056625366,20
