StdReturn,LossAfter,TotalExecTime,MeanKL,Entropy,MaxKL,MinReturn,NumTrajs,AveragePolicyStd,MaxReturn,Time,AverageReturn,ExplainedVariance,ItrTime,LossBefore,Perplexity
0.0,-0.0,3.8591537475585938,0.0,2.4367,0.0,0.0,40,0.82843,0.0,3.9268128871917725,0.0,1,3.9268229007720947,-0.0,11.4353
202.962434948,0.00529942,4.461151123046875,0.00829051,2.4367,0.201074,0.0,40,0.82843,1300.0,8.466651201248169,32.5,0.625661142329,4.533052682876587,0.0168736,11.4353
501.77186051,-0.0231854,4.071986198425293,0.0238112,2.44514,0.349407,0.0,40,0.830862,2400.0,12.61393666267395,115.0,0.572835467446,4.141594409942627,-0.00523351,11.5322
1216.79907955,-0.0612171,3.807786703109741,0.0460086,2.44252,0.334247,0.0,40,0.830367,3800.0,16.473116636276245,730.0,0.512472683623,3.855039358139038,-0.0277731,11.502
2005.47843419,-0.0694023,4.716590642929077,0.0688466,2.42864,0.748294,0.0,40,0.824901,6200.0,21.251501083374023,3017.5,0.58182318303,4.77437949180603,-0.0106692,11.3434
863.119342849,-0.108849,3.5456793308258057,0.292968,2.4233,0.714004,2600.0,40,0.823294,7000.0,24.854139804840088,4905.0,0.799582540259,3.586949110031128,-0.0575765,11.2831
1102.84858435,-0.186156,3.3755013942718506,0.946117,2.39451,2.19388,1700.0,40,0.811675,6000.0,28.27331304550171,4135.0,0.62989856418,3.4096267223358154,-0.024574,10.9629
