LossAfter,MinReturn,LossBefore,Entropy,NumTrajs,MaxReturn,MaxKL,AveragePolicyStd,AverageReturn,StdReturn,Time,ItrTime,ExplainedVariance,Perplexity,TotalExecTime,MeanKL
-0.0,0.0,-0.0,2.67957,20,0.0,0.0,0.92455,0.0,0.0,12.42928409576416,12.42929220199585,1,14.5788,12.308802604675293,0.0
-0.0,0.0,-0.0,2.67957,20,0.0,0.0,0.92455,0.0,0.0,24.7237651348114,12.290627479553223,1,14.5788,12.174509525299072,0.0
-0.0,0.0,-0.0,2.67957,20,0.0,0.0,0.92455,0.0,0.0,37.20407247543335,12.476949691772461,1,14.5788,12.397977352142334,0.0
-0.0,0.0,-0.0,2.67957,20,0.0,0.0,0.92455,0.0,0.0,49.493160247802734,12.275432825088501,1,14.5788,12.20558500289917,0.0
-0.0,0.0,-0.0,2.67957,20,0.0,0.0,0.92455,0.0,0.0,61.47655534744263,11.979496240615845,1,14.5788,11.934462785720825,0.0
-0.0,0.0,-0.0,2.67957,20,0.0,0.0,0.92455,0.0,0.0,73.90465974807739,12.4161958694458,1,14.5788,12.372137069702148,0.0
-0.0,0.0,-0.0,2.67957,20,0.0,0.0,0.92455,0.0,0.0,86.53984713554382,12.617501258850098,1,14.5788,12.545568943023682,0.0
