LossBefore,Perplexity,Time,MaxKL,ItrTime,AveragePolicyStd,StdReturn,AverageReturn,LossAfter,ExplainedVariance,MeanKL,MinReturn,Entropy,NumTrajs,MaxReturn,TotalExecTime
-0.00823561,14.777,6.872942924499512,1.27703,6.872949838638306,0.930467,999.937498047,19625.0,-0.050948,0.945361524116,0.34657,17000.0,2.69307,20,21400.0,6.808955907821655
0.00740091,14.6558,13.517319917678833,0.129913,6.639348268508911,0.926799,649.057008282,20635.0,-0.00306752,0.982974412004,0.0175743,19500.0,2.68484,20,21700.0,6.551226377487183
-0.0245479,14.7102,20.36142587661743,0.371048,6.8406453132629395,0.928572,427.638866335,21075.0,-0.0372098,0.987600584668,0.0391941,20300.0,2.68854,20,21800.0,6.781618595123291
-0.0119969,14.5307,27.10737180709839,0.515019,6.742309808731079,0.922777,507.346035759,21240.0,-0.0253109,0.98620294711,0.0471644,20100.0,2.67626,20,21900.0,6.644722938537598
-0.0129853,14.4438,33.632614850997925,0.357721,6.522359848022461,0.919998,593.632883186,21040.0,-0.0242913,0.983685038225,0.035744,19800.0,2.67027,20,21900.0,6.487087726593018
0.0101285,14.3503,40.06793928146362,0.11791,6.43123722076416,0.917155,593.696050181,21345.0,0.00294645,0.984714549337,0.00977093,19200.0,2.66377,20,22000.0,6.390756845474243
0.00634881,14.4232,46.51069927215576,0.412636,6.4363484382629395,0.919613,469.467783772,21340.0,-0.00576063,0.989525621294,0.0330573,19900.0,2.66884,20,21800.0,6.388431787490845
