LossAfter,AveragePolicyStd,TotalExecTime,ExplainedVariance,MaxKL,Perplexity,NumTrajs,MinReturn,Entropy,Time,ItrTime,LossBefore,StdReturn,MeanKL,MaxReturn,AverageReturn
-0.146891,1.00066,14.364701509475708,0.162315571673,151.019,17.1021,20,0.0,2.8392,14.452006578445435,14.452013492584229,0.0114494,251.942453747,1.68595,1100.0,95.0
14.1473,1.00646,15.620567083358765,0.241755472484,4816.75,17.299,20,0.0,2.85065,30.363287687301636,15.90543794631958,-0.031543,43.5889894354,42.8433,200.0,10.0
0.565525,0.998527,17.201916694641113,0.198895607407,415.324,17.0283,20,0.0,2.83488,47.704270362854004,17.332621574401855,0.00969627,181.314643645,3.44619,600.0,75.0
0.00665191,1.00095,16.041829109191895,0.487191920913,0.0159787,17.1111,20,0.0,2.83973,63.97809886932373,16.24886465072632,0.00899329,143.090880213,0.00142925,600.0,45.0
0.0087531,1.00321,15.594178438186646,0.136046089466,0.239114,17.1882,20,0.0,2.84422,79.77446269989014,15.764991521835327,0.00965771,95.3939201417,0.00138759,400.0,30.0
-0.0206785,1.00563,16.24413251876831,0.37830183595,0.0167755,17.2714,20,0.0,2.84905,96.25821113586426,16.476213693618774,-0.0179658,76.6485485838,0.00207799,300.0,25.0
-0.000921945,1.00116,15.70078992843628,0.260979619128,0.00208236,17.1169,20,0.0,2.84007,112.12802481651306,15.847864389419556,-0.00016638,146.543508898,0.000199574,600.0,55.0
