AverageReturn,AveragePolicyStd,MaxKL,MeanKL,ExplainedVariance,LossAfter,MaxReturn,NumTrajs,StdReturn,Entropy,ItrTime,TotalExecTime,Time,Perplexity,MinReturn,LossBefore
6770.0,0.947542,1.91853,0.990237,0.258402845704,-0.162634,11600.0,20,2827.91442586,2.72206,4.847672700881958,4.779242515563965,4.847667455673218,15.2117,1800.0,-7.21067e-05
20750.0,0.947679,0.766103,0.33589,0.951524738982,-0.0967898,22600.0,20,1132.47516529,2.72199,4.991378307342529,4.922443628311157,9.843262434005737,15.2105,18500.0,-0.0220163
21025.0,0.942889,0.0619309,0.00580057,0.981053638876,-0.00280356,22900.0,20,706.310838088,2.71098,4.735259056091309,4.681797504425049,14.582355737686157,15.044,19600.0,0.00370385
21060.0,0.944045,0.0592661,0.00371114,0.99095390704,-0.0152935,22000.0,20,397.994974843,2.71283,4.66860818862915,4.636444330215454,19.264540672302246,15.0719,20300.0,-0.0114024
21145.0,0.941705,0.0662637,0.023923,0.9809778917,-0.00617058,22900.0,20,721.439533156,2.70713,4.762750625610352,4.732893705368042,24.032424926757812,14.9862,20000.0,0.00244639
20915.0,0.942349,0.0503729,0.0212461,0.987717734013,-0.0286182,21600.0,20,441.899309798,2.70836,4.828874588012695,4.791206359863281,28.868180990219116,15.0046,19800.0,-0.0209804
21065.0,0.937694,0.323219,0.0337187,0.987936725396,0.00241286,21800.0,20,479.869774001,2.69787,4.688310384750366,4.6541993618011475,33.563257932662964,14.848,20300.0,0.0224855
