LossAfter,StdReturn,Perplexity,MaxReturn,NumTrajs,Entropy,ExplainedVariance,LossBefore,ItrTime,TotalExecTime,MaxKL,MeanKL,AveragePolicyStd,Time,MinReturn,AverageReturn
-0.0165468,812.342292387,15.3903,2700.0,20,2.73374,0.355895726235,-0.00072971,11.821053981781006,11.697145700454712,0.436454,0.0629393,0.949513,11.821046829223633,0.0,690.0
-0.0122011,824.9090859,15.3791,4000.0,20,2.73301,0.661868800135,0.00572183,11.644629716873169,11.580633401870728,0.209205,0.0544897,0.948961,23.470728874206543,0.0,1545.0
-0.0275865,2289.20837846,15.4232,8200.0,20,2.73587,0.525795420229,0.00520094,10.93909239768982,10.865345239639282,0.506736,0.118791,0.950336,34.42252230644226,0.0,3055.0
-0.00942254,7869.89675917,15.4633,21800.0,20,2.73847,0.695949696914,0.0049951,11.191939353942871,11.152609825134277,0.110817,0.0325709,0.951545,45.620577335357666,1100.0,10465.0
-0.040458,7354.37794786,15.502,22600.0,20,2.74097,0.669564130852,-0.00945585,11.69703483581543,11.651265382766724,0.488401,0.0666341,0.952719,57.325122117996216,0.0,15675.0
-0.0139678,8987.65125047,15.4289,22400.0,20,2.73624,0.854263124155,0.000266491,12.056122779846191,11.989681959152222,0.101915,0.0199178,0.950469,69.39568567276001,0.0,14775.0
-0.0164723,4806.48260165,15.4309,22500.0,20,2.73637,0.915378967065,-0.00726554,11.720704555511475,11.642475843429565,0.117563,0.0312265,0.950528,81.15039300918579,0.0,18915.0
