MinReturn,Perplexity,MaxKL,Entropy,AverageReturn,MeanKL,MaxReturn,AveragePolicyStd,NumTrajs,StdReturn,Time,TotalExecTime,LossAfter,ExplainedVariance,LossBefore,ItrTime
0.0,17.2706,0.0231794,2.849,15.0,0.000932703,200.0,1.00568,20,47.6969600708,16.693377256393433,16.43981647491455,-0.00803979,0.287748965488,-0.00592403,16.693387031555176
0.0,17.1685,2.32936,2.84308,45.0,0.0134289,700.0,1.00276,20,156.444878472,34.096415519714355,17.149206399917603,0.0250078,0.120296685552,0.0265255,17.386587858200073
0.0,17.3978,664.536,2.85634,10.0,8.16574,200.0,1.00958,20,43.5889894354,50.41893148422241,16.094540119171143,-1.10145,0.0386453663748,0.000893183,16.317890882492065
0.0,17.4055,0.748318,2.85679,75.0,0.0114423,300.0,1.00971,20,94.2072184071,67.79043197631836,17.18855571746826,0.017298,0.070507477593,0.0201019,17.356563091278076
0.0,17.5814,13.3367,2.86684,40.0,0.149503,400.0,1.01489,20,96.9535971483,84.15879702568054,16.17826271057129,-0.00990578,0.0359160651242,-0.00550194,16.318552494049072
0.0,17.5331,4.27994,2.86409,15.0,0.0253924,200.0,1.01357,20,47.6969600708,101.10139274597168,16.78403091430664,-0.0167879,0.0150591111392,-0.0144238,16.885715007781982
0.0,17.4071,1071.16,2.85688,20.0,10.9679,200.0,1.01009,20,50.9901951359,119.06238842010498,17.740996837615967,0.829869,0.0468969988763,0.0131175,17.945759534835815
