StdReturn,Time,ExplainedVariance,AveragePolicyStd,MaxKL,MinReturn,LossBefore,ItrTime,MaxReturn,LossAfter,MeanKL,Perplexity,Entropy,AverageReturn,NumTrajs,TotalExecTime
4447.50210793,10.996526002883911,0.527265232252,1.00326,2.54324,0.0,0.00110207,10.99653172492981,13200.0,-0.105936,1.07211,17.1557,2.84233,7585.0,20,10.91467022895813
43.5889894354,21.828720331192017,0.180383720996,1.00364,0.0952095,0.0,0.0022831,10.828397989273071,200.0,-0.00707279,0.0265314,17.1746,2.84343,10.0,20,10.731326580047607
5095.80955296,32.67879104614258,0.624399004651,1.00419,0.306686,0.0,3.68645e-05,10.843439102172852,13500.0,-0.015421,0.0405541,17.1942,2.84457,3715.0,20,10.776269435882568
12962.4563644,43.346306562423706,0.855830522518,1.00431,0.053163,0.0,-0.00725564,10.66320514678955,31400.0,-0.0113503,0.0111238,17.1945,2.84459,9385.0,20,10.584351062774658
13600.3851048,54.068655490875244,0.827369253683,1.00253,0.0433381,0.0,0.00778818,10.718076705932617,36100.0,0.000564515,0.0212158,17.1323,2.84096,20045.0,20,10.644547462463379
12677.2424052,64.64371085166931,0.761914243677,1.0044,0.17862,0.0,-0.00654115,10.570594072341919,33400.0,-0.0282073,0.0650923,17.1991,2.84486,18755.0,20,10.496681451797485
9713.98991146,75.36255717277527,0.742019747305,1.00271,0.271363,0.0,0.00588255,10.715168237686157,32100.0,-0.0280565,0.142596,17.143,2.84159,20020.0,20,10.660155534744263
