MaxReturn,NumTrajs,Time,LossAfter,AveragePolicyStd,AverageReturn,ItrTime,StdReturn,Perplexity,MeanKL,MinReturn,TotalExecTime,MaxKL,ExplainedVariance,LossBefore,Entropy
20700.0,20,6.930957794189453,-0.0393259,0.949513,15025.0,6.930961847305298,5464.87648534,15.3903,0.19185,0.0,6.841067314147949,1.22979,0.842031494789,-0.00515052,2.73374
16000.0,20,13.304071426391602,-0.011973,0.947061,8885.0,6.368838548660278,4863.77168461,15.3113,0.0828979,0.0,6.311931848526001,0.198608,0.36060328272,0.0140189,2.72859
22600.0,20,19.848000049591064,-0.0282292,0.950499,17525.0,6.53630518913269,3288.14157238,15.419,0.0608993,8300.0,6.47829794883728,0.241065,0.830611059489,-0.00842937,2.7356
21600.0,20,26.3163104057312,-0.0158944,0.948466,16870.0,6.456462144851685,5035.48408795,15.3541,0.0343018,5000.0,6.4120495319366455,0.117604,0.792381570218,-0.00385706,2.73138
22400.0,20,32.91542959213257,-0.0258015,0.947538,18720.0,6.595499753952026,4493.28387708,15.3245,0.0607364,0.0,6.525481700897217,0.47839,0.913222342001,-0.000481322,2.72945
21600.0,20,39.631126165390015,-0.0480087,0.947432,17235.0,6.704145908355713,5319.51830526,15.3208,0.0396222,0.0,6.65608549118042,0.193166,0.84775063989,-0.0252278,2.72921
22700.0,20,46.051735162734985,-0.0103701,0.941408,19015.0,6.417008638381958,4635.11326722,15.1288,0.0204611,0.0,6.3798980712890625,0.0957203,0.845745352474,-0.00125399,2.7166
