Perplexity,LossAfter,ExplainedVariance,AverageReturn,MaxReturn,Time,Entropy,MeanKL,StdReturn,ItrTime,LossBefore,TotalExecTime,AveragePolicyStd,MinReturn,MaxKL,NumTrajs
15.613,-0.00276918,0.305323126867,2840.0,18200.0,27.97921919822693,2.7481,0.36683,4225.92001817,27.979227304458618,0.00888654,27.60378122329712,0.956152,0.0,1.67709,20
15.7523,0.00126521,0.593598520457,14240.0,45500.0,51.40383267402649,2.75699,0.0111694,16911.0732953,23.405555725097656,0.00663814,23.20750856399536,0.960367,0.0,0.0471836,20
15.8047,-0.0265009,0.661940729882,18720.0,44700.0,80.78031325340271,2.76031,0.0502496,15298.646999,29.348693132400513,-0.0104371,29.056628465652466,0.961971,0.0,0.337218,20
15.7225,-0.00851672,0.834644539043,20935.0,46600.0,110.88979387283325,2.75509,0.00283192,20137.9312493,30.074374675750732,-0.00558227,29.749287128448486,0.95947,0.0,0.0337506,20
15.6787,-0.0142005,0.839112940583,23215.0,44300.0,137.854553937912,2.7523,0.0075291,18804.9002922,26.936022758483887,-0.0114198,26.64523148536682,0.958118,0.0,0.0441967,20
15.5894,-0.00664685,0.731714832205,16540.0,47100.0,165.9378101825714,2.74659,0.0085582,19108.8827512,28.0767662525177,-0.00100063,28.00914168357849,0.955384,0.0,0.0460269,20
15.5816,-0.0228894,0.851203384936,35625.0,50400.0,192.6692886352539,2.74609,0.0414523,17381.1643741,26.69962501525879,-0.0138474,26.55302119255066,0.955143,0.0,0.264645,20
