AverageReturn,MaxKL,StdReturn,AveragePolicyStd,Perplexity,MinReturn,Time,LossBefore,NumTrajs,TotalExecTime,LossAfter,MeanKL,Entropy,ItrTime,MaxReturn,ExplainedVariance
220.0,6.43469,466.476151588,1.12957,21.7921,0.0,34.21966218948364,-0.0097809,20,33.97637152671814,-0.015738,0.0752894,3.08155,34.219666481018066,1700.0,0.403487765849
300.0,0.329173,480.624593628,1.12407,21.58,0.0,67.00922727584839,0.00427547,20,32.41608119010925,0.00112023,0.00218445,3.07177,32.78189277648926,2100.0,0.452001356252
1015.0,0.199296,1463.65125628,1.12526,21.6262,0.0,98.42871904373169,-0.000970675,20,31.049167156219482,-0.00432917,0.00775182,3.07391,31.41291642189026,4800.0,0.568105439137
480.0,4.44195,858.836422143,1.12499,21.6157,0.0,123.25950574874878,0.0160912,20,24.653019189834595,0.0104981,0.00939344,3.07342,24.823500394821167,3400.0,0.677701340109
650.0,0.138186,854.692927314,1.12952,21.7903,0.0,154.2216866016388,-0.00978968,20,30.734087228775024,-0.0123198,0.00179564,3.08147,30.95485210418701,3400.0,0.454352471249
745.0,0.116462,1021.5062408,1.12677,21.6839,0.0,183.22430801391602,-0.0046484,20,28.816898584365845,-0.00685802,0.00149597,3.07657,28.982422590255737,3900.0,0.641702773547
905.0,0.0463611,1116.90420359,1.12546,21.6336,0.0,216.15543746948242,0.00854926,20,32.5843722820282,0.00623924,0.0016848,3.07425,32.922431230545044,4000.0,0.6458569638
