AverageReturn,StdReturn,MeanKL,Entropy,ItrTime,NumTrajs,TotalExecTime,LossBefore,MaxKL,AveragePolicyStd,MinReturn,LossAfter,Perplexity,MaxReturn,Time,ExplainedVariance
100.0,212.132034356,169.59,2.8392,11.817171096801758,20,11.616602420806885,0.0221303,19732.6,1.00066,0.0,20.681,17.1021,700.0,11.817168474197388,0.460693448492
0.0,0.0,0.0,2.86133,11.749579191207886,20,11.674187898635864,-0.0,0.0,1.01181,0.0,-0.0,17.4848,0.0,23.569948196411133,1
10.0,30.0,0.430042,2.86133,11.28815245628357,20,11.222213506698608,-0.0194989,54.4111,1.01181,0.0,-0.119312,17.4848,100.0,34.86819934844971,0.206160137421
55.0,165.755844543,0.00428365,2.85158,11.388967037200928,20,11.309154987335205,0.00087918,0.387156,1.00688,0.0,-0.00167652,17.3151,600.0,46.26431679725647,0.217175343697
70.0,283.019433962,0.0307568,2.85202,11.938217878341675,20,11.824679136276245,0.000354733,0.879486,1.0071,0.0,0.000489924,17.3228,1300.0,58.21240305900574,0.0881080756043
180.0,420.238027789,0.000779416,2.8522,11.812587261199951,20,11.726608991622925,-0.0034918,0.052513,1.00719,0.0,-0.00487202,17.3258,1700.0,70.04498243331909,0.21157245304
0.0,0.0,0.0,2.85045,11.788813591003418,20,11.670710325241089,-0.0,0.0,1.00631,0.0,-0.0,17.2956,0.0,81.840749502182,1
