MeanKLBefore,1Perplexity,ItrTime,1AverageReturn,1MaxReturn,1PolicyExecTime,0PolicyExecTime,1Entropy,1StdReturn,0AveragePolicyStd,Time,LossAfter,1MinReturn,1ProcessExecTime,0AverageReturn,0StdReturn,1AveragePolicyStd,0NumTrajs,1NumTrajs,0Perplexity,1ExplainedVariance,ComputeUpdatedDistTime,0MaxReturn,LossBefore,1EnvExecTime,0Entropy,0MinReturn,dLoss,0EnvExecTime,0ProcessExecTime,0ExplainedVariance,MeanKL
-1.86264259572e-09,15.0985,891.4281363487244,8451.05,23500.0,314.5616157054901,205.2012369632721,2.71459,10154.5831474,0.939658,11422.973870515823,-0.00233976682648,0.0,6.369978427886963,2139.7,4377.81725407,0.94024,2000,2000,15.0799,0.305037204339,0.2510828971862793,22800.0,2.18278728426e-10,164.14632964134216,2.71336,0.0,0.00233976704476,162.4345474243164,6.482359409332275,0.0581749858916,0.0078671881929
-9.31321075814e-10,15.043,894.6646559238434,9464.35,23500.0,313.59479546546936,205.8895652294159,2.71091,10549.0290585,0.938628,12322.224195957184,-0.000831470184494,0.0,6.357805252075195,1955.1,4302.77863595,0.93852,2000,2000,15.0465,0.340851575573,0.2748911380767822,23200.0,-5.82076609135e-11,164.41320061683655,2.71115,0.0,0.000831470126286,162.72871041297913,6.496324300765991,0.0647034656426,0.00501007167622
1.86263970914e-09,14.5784,897.0188076496124,9962.6,23600.0,312.77179288864136,206.1380431652069,2.67954,10712.7013979,0.924364,13223.581837654114,-0.00226481026039,0.0,6.356194734573364,1900.75,4120.91548536,0.923998,2000,2000,14.5899,0.36152042538,0.2561185359954834,22800.0,4.36557456851e-10,164.70045375823975,2.68033,0.0,0.00226481069694,163.86069202423096,6.48760461807251,0.0582433646014,0.0066045736894
-4.16333634234e-17,14.2995,892.7091798782349,10277.4,23900.0,313.5988574028015,204.05536365509033,2.66022,10980.2108013,0.915419,14121.028141498566,-0.00166441500187,0.0,6.391057014465332,1800.8,3978.74846654,0.915257,2000,2000,14.3044,0.39277072525,0.24805808067321777,22900.0,-4.0017766878e-10,164.98869633674622,2.66057,0.0,0.00166441460169,162.79182481765747,6.434148550033569,0.0731052704175,0.00716022681445
-9.31321297859e-10,14.1329,886.1898658275604,9119.9,23800.0,313.0945417881012,204.62822604179382,2.6485,10658.961206,0.910011,15011.592799663544,-0.00249096751213,0.0,6.3749048709869385,1351.55,3274.75763951,0.910166,2000,2000,14.1279,0.379845219398,0.26474475860595703,22400.0,3.20142135024e-10,164.50826716423035,2.64815,0.0,0.00249096783227,162.974928855896,6.454738140106201,0.0629612030243,0.00719964504242
0.0,13.6348,887.9019286632538,10487.3,23900.0,312.3542778491974,209.15585327148438,2.61263,10959.9009444,0.894454,15903.982917547226,-0.00191888108384,0.0,6.417216777801514,1663.8,4079.62738004,0.894033,2000,2000,13.6482,0.390228631982,0.2509024143218994,23300.0,-1.43336364999e-09,165.0586452484131,2.61361,0.0,0.00191887965047,163.96681594848633,6.466118097305298,0.0853629249697,0.00776485679671
0.0,13.25,890.2368087768555,9567.1,24100.0,312.4768805503845,212.12559914588928,2.584,10567.685063,0.882163,16798.853673934937,-0.00364243565127,0.0,6.358142852783203,1902.15,4558.62922132,0.881581,2000,2000,13.2676,0.391454538991,0.26601576805114746,23200.0,-6.40284270048e-10,165.77620720863342,2.58532,0.0,0.00364243501099,163.03602600097656,6.378021478652954,0.0868988240773,0.00822355318815
0.0,12.7636,898.087884426117,10576.75,23900.0,313.67150235176086,213.94709014892578,2.5466,11003.360143,0.866194,17701.42562866211,-0.00050983321853,0.0,6.344051361083984,1799.05,4293.11007284,0.865853,2000,2000,12.7737,0.420206426588,0.2647271156311035,23400.0,1.62981450558e-09,165.0274257659912,2.54739,0.0,0.000509834848344,162.96295285224915,6.4182164669036865,0.0647172981382,0.00596549874172
0.0,12.3494,897.7900261878967,10821.15,24000.0,312.3493843078613,207.7797453403473,2.51361,11221.2043773,0.852228,18603.786385059357,-0.00212121102959,0.0,6.329028367996216,1591.2,3945.6472929,0.851966,2000,2000,12.3568,0.448152451234,0.2549474239349365,23300.0,-9.89530235529e-10,165.10410475730896,2.5142,0.0,0.00212121004006,164.4378433227539,6.522659540176392,0.0708542688802,0.00726449862123
-3.72528763393e-09,11.8224,892.1093108654022,10756.15,24000.0,316.40468525886536,204.0329360961914,2.46999,11339.5565247,0.834967,19500.54426074028,-0.00164411147125,0.0,6.329843759536743,1376.35,3495.82260384,0.83498,2000,2000,11.8214,0.462611649753,0.254518985748291,22900.0,1.13504938781e-09,165.86697363853455,2.46991,0.0,0.0016441126063,162.48606610298157,6.418875694274902,0.0930845243734,0.00779611896724
0.0,11.6854,889.2229402065277,11126.65,24100.0,313.54297065734863,209.79465627670288,2.45834,11296.238966,0.830179,20394.224027633667,-0.00170269201044,0.0,6.290858507156372,1531.55,3553.11547765,0.830509,2000,2000,11.6762,0.454083752013,0.3640425205230713,23300.0,5.96628524363e-10,164.765944480896,2.45755,0.0,0.00170269260707,163.49238467216492,6.425526857376099,0.0601257854977,0.00925537198782
5.58792878635e-09,11.248,891.4572837352753,10866.8,24000.0,312.3873887062073,214.3057496547699,2.42019,11324.0128824,0.814995,21290.304428100586,-0.00157502386719,0.0,6.300035238265991,1544.6,3754.74644151,0.815577,2000,2000,11.2318,0.425947227931,0.2508392333984375,23300.0,-6.62112142891e-10,165.0568778514862,2.41875,0.0,0.00157502320508,162.86990070343018,6.398077487945557,0.0759080647229,0.00912909861654
0.0,11.1258,891.5955703258514,11170.9,24200.0,312.20214772224426,214.0265383720398,2.40927,11370.7186752,0.811409,22186.56435918808,-0.00132386223413,0.0,6.2850661277771,1164.8,3119.14426726,0.812227,2000,2000,11.1022,0.449835064163,0.2644467353820801,23100.0,4.91127138957e-10,164.7964165210724,2.40714,0.0,0.00132386272526,163.51446294784546,6.424498558044434,0.061227600477,0.00701319426298
0.0,10.9305,891.0153245925903,10836.55,24100.0,312.4523446559906,213.45205664634705,2.39156,11294.4986209,0.806101,23082.472546577454,-0.00163293094374,0.0,6.341094493865967,1708.5,4099.54604194,0.805786,2000,2000,10.9394,0.39962316273,0.2493133544921875,23400.0,3.1286617741e-10,165.4411563873291,2.39238,0.0,0.00163293125661,162.83736753463745,6.425561904907227,0.0729856755412,0.00607297616079
-1.86264259572e-09,10.7456,891.0545015335083,10626.65,24200.0,311.94627809524536,213.93601989746094,2.37449,11304.7854813,0.800101,23978.18363714218,-0.00197981856763,0.0,6.3202056884765625,2001.4,4673.17002045,0.799889,2000,2000,10.7527,0.389772297781,0.25643444061279297,23800.0,1.41153577715e-09,164.79585027694702,2.37516,0.0,0.00197981997917,163.59004712104797,6.461126089096069,0.0911016086336,0.00884532835335
-1.86264259572e-09,10.3471,890.7423663139343,9122.15,24000.0,311.8809356689453,213.925279378891,2.3367,11063.7558893,0.787085,24873.704084396362,-0.000868050439749,0.0,6.359519958496094,2082.05,4720.42400611,0.786754,2000,2000,10.3554,0.352629597898,0.25093698501586914,23500.0,-2.11002770811e-10,165.26470136642456,2.33751,0.0,0.000868050228746,162.64471054077148,6.408658266067505,0.0647964386315,0.00547332828864
0.0,10.0499,891.7369492053986,9956.1,24100.0,311.8478524684906,214.09045100212097,2.30756,11330.8129801,0.777588,25770.287014722824,-0.0016760204453,0.0,6.352797031402588,2146.95,5009.50104277,0.777187,2000,2000,10.0601,0.374404414728,0.2503972053527832,23900.0,-5.02041075379e-10,165.09814858436584,2.30857,0.0,0.00167601994326,164.00297331809998,6.455684185028076,0.0717340017635,0.00898256059736
1.86264259572e-09,9.81775,892.6777935028076,9884.6,24100.0,303.89950251579285,222.80522513389587,2.28419,11388.5645645,0.770012,26667.705951929092,-0.00128947000485,0.0,6.335649728775024,2082.15,5009.41677019,0.769695,2000,2000,9.82833,0.381106004249,0.24734163284301758,23600.0,9.60426405072e-10,165.9552116394043,2.28527,0.0,0.00128947096528,162.99692583084106,6.433995723724365,0.0629779088869,0.00693517643958
-1.86264215163e-09,9.67186,891.485191822052,10469.95,24100.0,302.81704092025757,223.5172634124756,2.26922,11308.2523848,0.765238,27563.758892297745,-0.00161391776055,0.0,6.351290464401245,2108.5,5079.32059925,0.764827,2000,2000,9.68309,0.375050608135,0.24478960037231445,23700.0,-3.92901711166e-10,165.24165964126587,2.27038,0.0,0.00161391736765,162.95710110664368,6.448140382766724,0.0708088984741,0.00702294521034
1.86264226265e-09,9.52226,892.8614060878754,10761.9,24000.0,304.4940860271454,222.5497522354126,2.25363,11372.3413768,0.760063,28461.525522232056,-0.00152975344099,0.0,6.362940549850464,2298.85,5572.3086488,0.760018,2000,2000,9.52506,0.353489427219,0.24980616569519043,23800.0,1.57160684466e-09,165.8336980342865,2.25393,0.0,0.0015297550126,163.08268761634827,6.448955059051514,0.0635751802391,0.0099160624668
0.0,9.35775,896.4546070098877,10854.95,24100.0,304.0652205944061,223.2917182445526,2.2362,11380.5353783,0.754748,29362.869631290436,1.60071067512e-09,0.0,6.3478052616119385,2558.85,5992.71321502,0.754571,2000,2000,9.36419,0.344127537243,0.24980807304382324,23500.0,1.25146470964e-09,165.13545966148376,2.23689,0.0,-3.49245965481e-10,163.88948822021484,6.482506036758423,0.0678762388905,0.0
0.0,9.34624,894.9697487354279,10069.8,24100.0,304.35080671310425,223.6300175189972,2.23497,11091.3943199,0.754748,30262.436356782913,-0.00197692401707,0.0,6.32608437538147,2465.25,5924.83142693,0.754107,2000,2000,9.36419,0.327975582983,0.27075886726379395,23500.0,-2.83762346953e-10,165.54203748703003,2.23689,0.0,0.00197692373331,164.6757209300995,6.512765169143677,0.0658642110404,0.00787678267807
0.0,9.1215,893.7435982227325,10773.15,24100.0,304.827246427536,222.53022742271423,2.21063,11338.1803689,0.746813,31160.67263007164,-0.00126814725809,0.0,6.282400846481323,2738.1,6294.63488933,0.746764,2000,2000,9.12094,0.329683980086,0.24177765846252441,23800.0,1.45519152284e-11,166.18958139419556,2.21057,0.0,0.00126814727264,163.11149787902832,6.364909887313843,0.0699751420866,0.00669441604987
-1.86264204061e-09,9.0577,894.388171672821,10790.0,24100.0,304.5231702327728,223.06796789169312,2.20362,11341.8010034,0.744576,32059.713596582413,-0.00170949310996,0.0,6.364173889160156,2589.9,6104.3753153,0.744734,2000,2000,9.05244,0.31800407657,0.2463834285736084,23600.0,4.65661287308e-10,165.21998643875122,2.20303,0.0,0.00170949357562,164.50325798988342,6.423971176147461,0.0643117045405,0.00910130608827
