Entropy,MaxReturn,MaxKL,LossBefore,ItrTime,MinReturn,AveragePolicyStd,ExplainedVariance,MeanKL,AverageReturn,Perplexity,NumTrajs,StdReturn,Time,LossAfter,TotalExecTime
2.8392,0.0,0.0,-0.0,17.65648889541626,0.0,1.00066,1,0.0,0.0,17.1021,20,0.0,17.656481742858887,-0.0,17.348477363586426
2.8392,0.0,0.0,-0.0,16.415513515472412,0.0,1.00066,1,0.0,0.0,17.1021,20,0.0,34.07647228240967,-0.0,16.23878502845764
2.8392,0.0,0.0,-0.0,17.45974898338318,0.0,1.00066,1,0.0,0.0,17.1021,20,0.0,51.54719829559326,-0.0,17.344515323638916
2.8392,1600.0,872.958,0.00312914,15.91433572769165,0.0,1.00066,0.34604582248,8.30339,80.0,17.1021,20,348.711915483,67.46614599227905,-1.38873,15.793041229248047
2.84076,600.0,16.7963,-0.00489921,16.94916296005249,0.0,1.00145,0.165070164426,0.127561,45.0,17.1289,20,143.090880213,84.42820620536804,0.0105868,16.800835132598877
2.83832,0.0,0.0,-0.0,17.244489192962646,0.0,1.00023,1,0.0,0.0,17.087,20,0.0,101.68192505836487,-0.0,17.047255516052246
2.83832,200.0,9.95035,0.00573828,16.688104152679443,0.0,1.00023,0.0543165407197,0.117814,10.0,17.087,20,43.5889894354,118.39094924926758,-0.00343878,16.516929149627686
