Entropy,MaxKL,LossAfter,ItrTime,Time,ExplainedVariance,AverageReturn,Perplexity,StdReturn,NumTrajs,MaxReturn,MinReturn,MeanKL,AveragePolicyStd,TotalExecTime,LossBefore
2.83788,1601.03,4.11167,11.726006507873535,11.726002216339111,0.209632654349,85.0,17.0795,370.506410201,20,1700.0,0.0,29.5365,1.0,11.586786031723022,0.00699404
2.84487,1049.32,2.23531,12.176110982894897,23.906198501586914,0.163988741607,140.0,17.1993,587.707410197,20,2700.0,0.0,20.8409,1.00353,12.079979658126831,0.0232462
2.85649,915.571,1.2497,11.698654413223267,35.60978960990906,0.198328634754,115.0,17.4004,437.349974277,20,2000.0,0.0,7.65155,1.0094,11.651989936828613,-0.00575162
2.85362,26.0613,0.00426707,11.514670848846436,47.130948066711426,0.140492493385,150.0,17.3504,467.439835701,20,1900.0,0.0,0.221415,1.00798,11.470052719116211,-0.0138876
2.84667,223.443,0.182063,12.151377201080322,59.308149337768555,0.279200924223,25.0,17.2304,108.972473589,20,500.0,0.0,8.57796,1.00448,11.95780062675476,1.84849e-05
2.84668,1482.4,3.48608,12.376999616622925,71.68998074531555,0.137225069365,140.0,17.2305,420.0,20,1400.0,0.0,14.1293,1.00449,12.348477363586426,0.00458883
2.84898,0.0,-0.0,12.11019778251648,83.80421876907349,1,0.0,17.2701,0.0,20,0.0,0.0,0.0,1.00566,12.049823999404907,-0.0
