MeanKL,ItrTime,MaxKL,LossBefore,ExplainedVariance,MinReturn,StdReturn,Entropy,MaxReturn,LossAfter,AveragePolicyStd,NumTrajs,TotalExecTime,Perplexity,AverageReturn,Time
1.23535,8.376808166503906,46.3768,0.0200959,0.227903480167,0.0,367.551016867,2.79458,1600.0,-0.154327,0.982009,40,8.276757955551147,16.3558,512.5,8.37680697441101
0.227504,7.222168445587158,51.2279,-0.00657107,0.611457048903,900.0,945.396742114,2.81468,5200.0,-0.0554505,0.990947,40,7.1004180908203125,16.6878,3135.0,15.606083869934082
0.0634868,7.218703746795654,9.92253,-0.0276325,0.657315939258,1100.0,1038.19253995,2.81139,5900.0,-0.05304,0.989622,40,7.180535554885864,16.6331,3662.5,22.828842401504517
0.0752723,7.273092269897461,4.13396,-0.0199816,0.697517043668,1800.0,833.726573884,2.79758,5600.0,-0.0516143,0.983058,40,7.187166929244995,16.4049,3520.0,30.108630180358887
0.165002,7.1475889682769775,34.4373,-0.0134209,0.695835632318,2200.0,1005.73045594,2.78759,5800.0,-0.0491304,0.977999,40,7.103672742843628,16.2418,3947.5,37.2626268863678
0.105677,7.236260652542114,10.7726,-0.0296515,0.767349110708,2500.0,772.394814845,2.78088,5700.0,-0.0693257,0.974115,40,7.188143491744995,16.1331,4012.5,44.5117392539978
0.106661,7.539365291595459,33.2989,-0.00144763,0.723200917839,1700.0,1078.00742112,2.76605,6600.0,-0.0271678,0.966543,40,7.4687676429748535,15.8957,4420.0,52.055208683013916
