MeanKL,MaxReturn,ItrTime,NumTrajs,MaxKL,ExplainedVariance,StdReturn,LossAfter,Perplexity,AveragePolicyStd,AverageReturn,Time,LossBefore,Entropy,TotalExecTime,MinReturn
0.0,0.0,19.639053344726562,20,0.0,1,0.0,-0.0,14.5788,0.92455,0.0,19.63904595375061,-0.0,2.67957,19.407538175582886,0.0
0.0,0.0,19.2253737449646,20,0.0,1,0.0,-0.0,14.5788,0.92455,0.0,38.869439363479614,-0.0,2.67957,19.148515224456787,0.0
0.0,0.0,19.480668783187866,20,0.0,1,0.0,-0.0,14.5788,0.92455,0.0,58.361008644104004,-0.0,2.67957,19.25717830657959,0.0
0.0,0.0,19.52079176902771,20,0.0,1,0.0,-0.0,14.5788,0.92455,0.0,77.88462543487549,-0.0,2.67957,19.39237928390503,0.0
0.0,0.0,19.745064735412598,20,0.0,1,0.0,-0.0,14.5788,0.92455,0.0,97.64648628234863,-0.0,2.67957,19.67374324798584,0.0
0.0,0.0,19.37743616104126,20,0.0,1,0.0,-0.0,14.5788,0.92455,0.0,117.0416967868805,-0.0,2.67957,19.240543603897095,0.0
0.0,0.0,20.327268362045288,20,0.0,1,0.0,-0.0,14.5788,0.92455,0.0,137.3810486793518,-0.0,2.67957,20.151540756225586,0.0
