AveragePolicyStd,AverageReturn,MaxReturn,Perplexity,ExplainedVariance,StdReturn,LossAfter,Time,ItrTime,LossBefore,Entropy,MinReturn,MeanKL,MaxKL,TotalExecTime,NumTrajs
0.982009,852.5,2000.0,16.3558,0.238106668948,473.279779834,-0.0677506,8.084165334701538,8.08417272567749,0.0198212,2.79458,0.0,0.781261,61.9862,7.994859218597412,40
0.990963,2457.5,3900.0,16.6832,0.568356311956,731.056598356,-0.0501465,15.208070755004883,7.111291408538818,-0.0240979,2.8144,700.0,0.147875,21.8007,7.055921792984009,40
0.985146,2685.0,4400.0,16.4834,0.57976489021,919.116423529,-0.0515779,22.409928798675537,7.197333335876465,-0.024806,2.80236,700.0,0.0832276,6.02729,7.151470422744751,40
0.979369,2820.0,4400.0,16.2802,0.585105308241,897.830719011,-0.0484096,29.920571088790894,7.494090557098389,-0.0259972,2.78995,800.0,0.117064,15.491,7.416576862335205,40
0.97244,3105.0,5100.0,16.07,0.579053909013,1330.21614785,-0.0812268,37.156919956207275,7.223616600036621,-0.0450606,2.77695,300.0,0.11465,13.3252,7.1640777587890625,40
0.961297,2882.5,5700.0,15.712,0.567654398495,1717.54002865,-0.0686815,44.43819546699524,7.268071174621582,-0.0185281,2.75442,0.0,0.193444,12.8886,7.210715293884277,40
0.956524,3615.0,5700.0,15.5671,0.655470518981,1053.4585896,-0.0445079,52.24107766151428,7.795156717300415,-0.0114901,2.74516,500.0,0.0943529,3.23076,7.69762110710144,40
