Perplexity,MaxKL,ItrTime,ExplainedVariance,StdReturn,NumTrajs,Entropy,MinReturn,Time,MaxReturn,TotalExecTime,LossBefore,LossAfter,MeanKL,AverageReturn,AveragePolicyStd
5.67789,0.0,7.402720212936401,1,0.0,40,1.73658,0.0,7.402718544006348,0.0,7.3165600299835205,-0.0,-0.0,0.0,0.0,0.58088
5.67789,0.0,6.264225244522095,1,0.0,40,1.73658,0.0,13.670523643493652,0.0,6.178143501281738,-0.0,-0.0,0.0,0.0,0.58088
5.67789,0.0,6.236947059631348,1,0.0,40,1.73658,0.0,19.910894632339478,0.0,6.174231767654419,-0.0,-0.0,0.0,0.0,0.58088
5.67789,0.0,5.913410902023315,1,0.0,40,1.73658,0.0,25.857141494750977,0.0,5.860596179962158,-0.0,-0.0,0.0,0.0,0.58088
5.67789,0.0,5.948612451553345,1,0.0,40,1.73658,0.0,31.823800086975098,0.0,5.8553547859191895,-0.0,-0.0,0.0,0.0,0.58088
5.67789,0.0,6.348695993423462,1,0.0,40,1.73658,0.0,38.176836013793945,0.0,6.254818677902222,-0.0,-0.0,0.0,0.0,0.58088
5.67789,0.0,6.172553300857544,1,0.0,40,1.73658,0.0,44.36044359207153,0.0,6.104955673217773,-0.0,-0.0,0.0,0.0,0.58088
