Perplexity,ItrTime,NumTrajs,MeanKL,LossAfter,Entropy,StdReturn,MinReturn,MaxKL,Time,TotalExecTime,MaxReturn,ExplainedVariance,AverageReturn,AveragePolicyStd,LossBefore
17.1557,10.855464458465576,20,0.0917083,-0.00888074,2.84233,1234.4634462,0.0,0.302889,10.855457544326782,10.748742818832397,4100.0,0.100984201736,990.0,1.00326,0.00932179
17.3164,10.711350202560425,20,0.00479181,-0.00414667,2.85165,4093.51926831,0.0,0.036905,21.569856643676758,10.631662845611572,15900.0,0.619846847111,1710.0,1.00861,-0.000109464
17.3154,10.685880422592163,20,0.0125517,0.0008977,2.8516,3805.05913226,0.0,0.0684982,32.26172995567322,10.63177752494812,12500.0,0.561346900644,2205.0,1.0087,0.00562167
17.3642,10.592531442642212,20,0.0130747,0.00944853,2.85441,3867.73835723,0.0,0.107913,42.86069416999817,10.553184986114502,11700.0,0.456081525425,2760.0,1.01039,0.0145697
17.4911,9.902054071426392,20,0.00658728,0.00614867,2.86169,3692.13691512,0.0,0.0536689,52.76712346076965,9.863738298416138,11800.0,0.621598161765,1975.0,1.01391,0.00894349
17.5695,9.526039838790894,20,0.0200864,-0.0136113,2.86616,5449.87155812,0.0,0.103773,62.30210638046265,9.473387718200684,17300.0,0.509957871667,5170.0,1.01592,-0.00436257
17.5312,9.491414785385132,20,0.0607154,-0.0102507,2.86398,4473.84342596,0.0,0.229889,71.79848670959473,9.44206428527832,13800.0,0.607929579997,5535.0,1.01497,0.0121944
