Entropy,LossBefore,MinReturn,NumTrajs,LossAfter,StdReturn,Perplexity,MeanKL,Time,MaxKL,AveragePolicyStd,ExplainedVariance,MaxReturn,TotalExecTime,ItrTime,AverageReturn
2.69307,-0.000159681,300.0,20,-0.230531,2560.7567241,14.777,1.25836,8.006576538085938,4.75414,0.930467,0.423111942162,11100.0,7.901416540145874,8.00657868385315,6945.0
2.69291,0.00209951,0.0,20,-0.0257713,1707.12477576,14.7747,0.0837651,15.414840459823608,0.622383,0.930484,0.0933087089113,7200.0,7.3330419063568115,7.40536904335022,1115.0
2.69396,-0.00499124,7200.0,20,-0.0503046,3347.60735451,14.7902,0.137372,22.656834840774536,0.742995,0.930967,0.621560230485,20700.0,7.182471036911011,7.233097314834595,14245.0
2.69147,-0.0121173,14100.0,20,-0.0482545,1993.35772003,14.7533,0.111407,29.976212739944458,0.540883,0.929771,0.864150397826,22100.0,7.2703697681427,7.311859369277954,18555.0
2.68541,-0.000673251,16000.0,20,-0.00972839,1881.34924987,14.6642,0.0393306,37.23350691795349,0.720094,0.927001,0.906852867915,22300.0,7.186863660812378,7.2488627433776855,19655.0
2.68507,-0.0319381,15600.0,20,-0.0368014,1807.61583308,14.6593,0.00575327,44.51527404785156,0.0574632,0.926745,0.88616685254,22700.0,7.233899354934692,7.270293951034546,19305.0
2.6691,-0.013785,18100.0,20,-0.033967,1040.90105197,14.427,0.0686574,51.94629430770874,1.22108,0.919371,0.967212418805,22400.0,7.377041816711426,7.421103477478027,19945.0
