MaxKL,LossAfter,AveragePolicyStd,MeanKL,Perplexity,ExplainedVariance,MinReturn,LossBefore,StdReturn,MaxReturn,ItrTime,TotalExecTime,Entropy,Time,NumTrajs,AverageReturn
2.33088,-0.0194753,0.58088,0.111591,5.67789,0.0544744092584,0.0,0.0218239,65.3834841531,300.0,4.170023441314697,4.1062164306640625,1.73658,4.170017957687378,40,15.0
0.219903,-0.00130881,0.58697,0.0245993,5.80316,0.0988716302117,0.0,0.0165018,104.133327998,400.0,4.270298719406128,4.207513093948364,1.7584,8.443185091018677,40,37.5
0.110359,-0.0155926,0.589423,0.013736,5.85124,0.195896305213,0.0,-0.00175082,132.664991614,400.0,4.077773332595825,4.0296313762664795,1.76665,12.5282621383667,40,70.0
0.128282,-0.0263788,0.589385,0.0144003,5.84612,0.316596728788,0.0,-0.0156358,169.392296165,500.0,4.046083211898804,3.9903810024261475,1.76578,16.58061647415161,40,132.5
0.503205,-0.0475637,0.586915,0.0852963,5.8006,0.533363171612,0.0,-0.00184085,162.711400953,500.0,3.960747718811035,3.9256558418273926,1.75796,20.54977512359619,40,205.0
0.196479,-0.0266547,0.586873,0.0335062,5.79526,0.684418640512,0.0,-0.0128748,141.222342425,400.0,3.974245548248291,3.9310450553894043,1.75704,24.530933618545532,40,257.5
0.498593,-0.0267945,0.585242,0.047305,5.75807,0.788638666096,0.0,-0.00553125,116.081867662,500.0,3.691175937652588,3.6572794914245605,1.7506,28.227277994155884,40,305.0
