Perplexity,MaxReturn,ExplainedVariance,Entropy,MinReturn,AverageReturn,NumTrajs,ItrTime,AveragePolicyStd,LossAfter,MeanKL,MaxKL,LossBefore,Time,StdReturn,TotalExecTime
15.2117,300.0,0.159425543304,2.72206,0.0,55.0,20,4.611949443817139,0.947542,-0.0549511,0.0916338,0.873606,-0.0242238,4.611944913864136,111.691539518,4.55598783493042
14.8476,400.0,0.815249787137,2.69784,0.0,235.0,20,4.757614612579346,0.935842,-0.059101,0.122814,1.35141,-0.0230189,9.373662948608398,85.2936105462,4.6792027950286865
14.6777,500.0,0.904970108836,2.68633,200.0,380.0,20,5.009260177612305,0.930356,0.00776807,0.0705017,1.47522,0.0224803,14.388331174850464,74.8331477355,4.960887432098389
14.8436,1000.0,0.884217787932,2.69757,500.0,675.0,20,4.698243141174316,0.935873,-0.0246564,0.0423632,0.36725,-0.0084336,19.0940842628479,154.515371404,4.666131258010864
14.7811,1800.0,0.871442444258,2.69335,700.0,1050.0,20,4.736578941345215,0.93339,-0.00666798,0.015603,0.0483902,-0.00191289,23.835115671157837,217.944947177,4.690585613250732
14.767,1800.0,0.868097566051,2.69239,700.0,1210.0,20,4.754481554031372,0.93277,0.0127895,0.0247817,0.139679,0.0228312,28.59345555305481,240.62418831,4.712357521057129
14.9365,2800.0,0.752578632026,2.70381,900.0,1595.0,20,4.693332195281982,0.938054,-0.0268366,0.129134,0.361398,0.00715585,33.29543447494507,491.4010582,4.654057264328003
