StdReturn,TotalExecTime,LossAfter,NumTrajs,ExplainedVariance,ItrTime,MinReturn,Perplexity,AverageReturn,MaxReturn,MaxKL,Entropy,MeanKL,LossBefore,AveragePolicyStd,Time
801.498596381,5.46379280090332,-0.256414,40,0.571407601123,5.549298524856567,1600.0,16.3558,2840.0,5400.0,165.35,2.79458,2.04198,-0.0180213,0.982009,5.5492942333221436
1760.39058166,6.2088282108306885,-0.0132365,40,0.591852465262,6.245936632156372,0.0,16.0637,2205.0,5000.0,3.21327,2.77656,0.14921,0.0315845,0.972637,11.7993323802948
2040.7948819,5.046097040176392,-0.0609847,40,0.608625458616,5.093637228012085,0.0,16.3194,2862.5,5500.0,21.231,2.79235,0.268626,-0.00683329,0.980192,16.89675521850586
1201.86313697,4.9820709228515625,-0.0432107,40,0.752389056052,5.055853366851807,600.0,16.2637,4305.0,5800.0,7.79234,2.78894,0.098281,-0.00274412,0.979253,21.962432622909546
1360.21827293,5.2483673095703125,-0.0408368,40,0.78115348165,5.3616943359375,800.0,16.2414,4567.5,6300.0,5.54585,2.78757,0.108951,-0.00810093,0.97876,27.333963632583618
762.88514863,5.756131887435913,-0.0784813,40,0.809663494543,5.803993225097656,2700.0,16.1758,4627.5,6100.0,13.8132,2.78352,0.199693,-0.0286317,0.976945,33.141711711883545
1238.72666477,6.560776948928833,-0.0557364,40,0.802649242559,6.626484632492065,1100.0,15.9459,4942.5,6700.0,6.05862,2.7692,0.163636,-0.00998235,0.969655,39.78629541397095
