AverageReturn,MeanKL,MaxReturn,MinReturn,ItrTime,Entropy,AveragePolicyStd,MaxKL,LossAfter,StdReturn,NumTrajs,ExplainedVariance,Time,LossBefore,TotalExecTime,Perplexity
90.0,0.00354919,1800.0,0.0,10.987995624542236,2.849,1.00568,0.118631,-0.000665341,392.300904919,20,0.0676962338538,10.987988948822021,0.00438349,10.908318519592285,17.2706
125.0,0.108405,1900.0,0.0,10.569291353225708,2.85339,1.00778,13.9799,-0.00344048,427.638866335,20,0.252133065703,21.564375162124634,-0.0031647,10.502763986587524,17.3464
110.0,0.000410396,1200.0,0.0,10.698749780654907,2.8518,1.00699,0.00497356,-0.00937559,280.891438104,20,0.340820920871,32.27844452857971,-0.00811863,10.599319458007812,17.319
365.0,0.0774278,1800.0,0.0,10.422061920166016,2.84774,1.00495,11.2478,-0.0114193,594.369413749,20,0.0858622774084,42.705785036087036,0.00243438,10.366912603378296,17.2488
60.0,0.464227,1200.0,0.0,10.78916311264038,2.84896,1.00557,50.6819,0.0328978,261.533936612,20,0.0693904084456,53.50651216506958,0.00150882,10.704166889190674,17.2699
20.0,0.080405,400.0,0.0,11.013265609741211,2.84972,1.00594,11.7249,-0.017507,87.1779788708,20,0.0296557399756,64.52420210838318,-0.00857961,10.981943607330322,17.2829
55.0,0.632528,900.0,0.0,10.64046573638916,2.84543,1.00378,104.045,0.137495,198.683164863,20,0.0521275330251,75.17883276939392,-0.0049684,10.59244179725647,17.2089
