Entropy,LossAfter,NumTrajs,Perplexity,AveragePolicyStd,LossBefore,MeanKL,MaxKL,MinReturn,ItrTime,ExplainedVariance,TotalExecTime,MaxReturn,AverageReturn,Time,StdReturn
2.84416,-0.0142997,20,17.1872,1.0032,-0.00150628,0.0542043,0.13293,0.0,6.447326898574829,0.454305489964,6.341259956359863,11700.0,6250.0,6.447324514389038,3348.35780645
2.84266,-0.0146742,20,17.1613,1.00241,-0.00961059,0.0128171,0.0468426,0.0,6.186673641204834,0.427135563603,6.104146718978882,9800.0,3760.0,12.636404752731323,2986.70386882
2.83785,-0.0141674,20,17.079,1.00001,-0.00181453,0.0275617,0.0523431,0.0,6.3110878467559814,0.370859565186,6.263944387435913,13600.0,5810.0,18.950150966644287,3829.21663007
2.83694,-0.0277154,20,17.0635,0.999559,-0.0243302,0.0028189,0.00923604,0.0,6.403764247894287,0.480575881594,6.342479705810547,15300.0,7460.0,25.357614278793335,4171.25880281
2.82478,0.00588622,20,16.8572,0.993524,0.0116396,0.0132763,0.0378031,0.0,6.39154839515686,0.359376255858,6.354135751724243,13800.0,6745.0,31.760469675064087,3638.33409681
2.8306,-0.0294418,20,16.9556,0.996438,-0.0251097,0.0050188,0.0120576,0.0,13.961267709732056,0.424406079207,13.891759872436523,11600.0,6045.0,45.73103880882263,2961.49877596
2.81804,-0.0218363,20,16.7441,0.990215,-0.00849746,0.0378553,0.13652,0.0,6.3843371868133545,0.452443802798,6.3260657787323,16900.0,6595.0,52.121386766433716,4360.10034288
