ExplainedVariance,MeanKL,LossBefore,StdReturn,Entropy,MaxReturn,TotalExecTime,NumTrajs,MaxKL,Perplexity,MinReturn,LossAfter,AveragePolicyStd,AverageReturn,Time,ItrTime
1,0.0,-0.0,0.0,2.83788,0.0,12.22277545928955,20,0.0,17.0795,0.0,-0.0,1.0,0.0,12.296023845672607,12.296029806137085
0.0834989989038,6.57617,-0.0169892,87.1779788708,2.83788,400.0,11.437011480331421,20,479.376,17.0795,0.0,0.796058,1.0,20.0,23.824652433395386,11.519989967346191
0.123438555448,4.58276,0.00849031,130.766968306,2.82938,600.0,11.259653806686401,20,316.031,16.935,0.0,-0.656258,0.995762,30.0,35.135122537612915,11.306749820709229
1,0.0,-0.0,0.0,2.83363,0.0,11.338274478912354,20,0.0,17.007,0.0,-0.0,0.997878,0.0,46.51785969734192,11.375353813171387
1,0.0,-0.0,0.0,2.83363,0.0,10.823439598083496,20,0.0,17.007,0.0,-0.0,0.997878,0.0,57.38162803649902,10.858421087265015
0.0764369576502,39.4754,0.0256803,676.664614118,2.83363,3100.0,11.376944065093994,20,4342.24,17.007,0.0,-4.89397,0.997878,175.0,68.8768081665039,11.4857177734375
0.0456839234529,2.49277,0.00173347,326.917420766,2.84647,1500.0,12.159394025802612,20,291.662,17.2268,0.0,0.263106,1.00431,75.0,81.14945363998413,12.258074522018433
