StdReturn,Time,LossBefore,Entropy,ItrTime,NumTrajs,MaxReturn,MeanKL,MaxKL,TotalExecTime,AverageReturn,LossAfter,Perplexity,ExplainedVariance,AveragePolicyStd,MinReturn
87.1779788708,11.736709594726562,0.00305516,2.73374,11.736714124679565,20,400.0,0.138282,3.75322,11.591789245605469,20.0,-0.0157707,15.3903,0.257833476844,0.949513,0.0
107.121426428,23.509658336639404,-0.00921167,2.73679,11.759102821350098,20,400.0,0.0242238,0.318868,11.545966625213623,55.0,-0.0241453,15.4374,0.174517885504,0.950789,0.0
712.934078299,35.429328203201294,0.00512936,2.73219,11.915925979614258,20,2000.0,0.0416827,0.511854,11.747323036193848,465.0,-0.00993995,15.3665,0.182285004255,0.948565,0.0
1650.27270474,46.65678954124451,0.01013,2.73475,11.220734119415283,20,4700.0,0.0215816,0.1037,11.171545028686523,1260.0,0.00250195,15.4059,0.119884029363,0.949846,0.0
942.589518295,57.84114360809326,0.0071403,2.73982,11.166406631469727,20,3600.0,0.0153511,0.132731,11.122975826263428,1605.0,-0.000704864,15.4842,0.306144010399,0.952231,200.0
2390.69027689,69.14451932907104,0.0072265,2.74339,11.292030096054077,20,10800.0,0.050258,0.304734,11.241896390914917,2860.0,-0.00458812,15.5395,0.18588321085,0.953935,0.0
1754.50135366,80.75240874290466,0.0145306,2.747,11.599079608917236,20,8500.0,0.0196601,0.109391,11.55167007446289,3135.0,0.00706535,15.5958,0.197532569956,0.955663,1800.0
