StdReturn,MaxReturn,LossBefore,MinReturn,AveragePolicyStd,ExplainedVariance,MeanKL,ItrTime,NumTrajs,LossAfter,MaxKL,Entropy,TotalExecTime,AverageReturn,Perplexity,Time
3392.53224008,11400.0,-0.00271472,0.0,1.0032,0.427939757334,0.0594131,6.163297414779663,20,-0.0151375,0.136238,2.84416,6.111552715301514,6185.0,17.1872,6.163293361663818
3248.44578222,10500.0,-0.00761738,0.0,1.0018,0.405853119381,0.0230552,5.708948135375977,20,-0.0152839,0.0808413,2.84145,5.632356405258179,4360.0,17.1406,11.87704849243164
4151.77973886,16400.0,0.0102249,0.0,0.999883,0.435636012245,0.0118412,5.348873853683472,20,0.00436866,0.0260386,2.83764,5.300103425979614,5535.0,17.0754,17.23309564590454
4433.31422302,15000.0,-0.0158871,0.0,1.00244,0.474417497835,0.0102007,8.242974996566772,20,-0.0209759,0.0313021,2.84275,8.219309091567993,6885.0,17.1629,25.498554468154907
3637.06956216,12100.0,0.0134087,0.0,0.998491,0.405787501039,0.00306549,8.331943273544312,20,0.0114742,0.0135549,2.83481,8.282710313796997,5465.0,17.0271,33.83641958236694
2905.90347396,10600.0,-0.0148131,0.0,1.00185,0.364862723506,0.0178468,5.306309223175049,20,-0.0218463,0.0571625,2.84151,5.233809471130371,5865.0,17.1417,39.15583896636963
4448.42668817,15200.0,-0.00447267,0.0,0.99813,0.431514234658,0.0382291,5.342151165008545,20,-0.0182538,0.122177,2.8341,5.298294305801392,4750.0,17.0152,44.503105878829956
