MaxKL,MeanKL,LossAfter,Entropy,MaxReturn,ItrTime,NumTrajs,TotalExecTime,LossBefore,MinReturn,Time,ExplainedVariance,StdReturn,AveragePolicyStd,Perplexity,AverageReturn
0.633433,0.320163,-0.00565676,1.73658,1200.0,7.153254985809326,40,7.060919761657715,0.0459316,0.0,7.153250694274902,0.0843470421481,230.203714132,0.58088,5.67789,247.5
0.554555,0.282834,-0.0852772,1.78251,4700.0,5.859623670578003,40,5.773562431335449,0.00313353,1100.0,13.017887353897095,0.559632835054,615.624682741,0.595409,5.94476,2327.5
0.43279,0.198219,-0.107938,1.78408,7700.0,5.905552387237549,40,5.788333177566528,-0.0556782,4800.0,18.92669105529785,0.924099135339,673.790583193,0.596117,5.95408,6327.5
1.07846,0.285798,-0.135945,1.75624,7600.0,6.001873731613159,40,5.921313524246216,-0.0644682,6100.0,24.934273719787598,0.974070729029,349.678423698,0.587403,5.79062,7115.0
0.402149,0.097114,-0.0650836,1.724,7800.0,6.045999526977539,40,5.986572980880737,-0.0332318,5700.0,30.9906964302063,0.980555435,396.035036329,0.577815,5.60694,7262.5
0.599793,0.252675,-0.0857256,1.70739,7800.0,6.0115532875061035,40,5.943545579910278,-0.0348109,6400.0,37.010390758514404,0.982359222146,339.033552912,0.572503,5.51454,7342.5
0.470202,0.223482,-0.0976136,1.68998,7800.0,6.145738124847412,40,6.066272974014282,-0.05214,6400.0,43.171741008758545,0.980848122487,336.294142084,0.567513,5.41939,7287.5
