MaxReturn,TotalExecTime,Perplexity,LossBefore,MaxKL,LossAfter,NumTrajs,AverageReturn,ExplainedVariance,StdReturn,MinReturn,ItrTime,AveragePolicyStd,MeanKL,Entropy,Time
900.0,30.42992067337036,21.7921,-0.00440118,2.31955,-0.010275,20,95.0,0.258105029251,245.916652547,0.0,30.56284809112549,1.12957,0.0309571,3.08155,30.56284213066101
900.0,25.813247442245483,21.6964,-0.00816509,2.08258,-0.0118937,20,155.0,0.31935812858,315.396575758,0.0,25.90113639831543,1.12709,0.00597937,3.07715,56.469035148620605
2900.0,27.784057140350342,21.608,0.0114267,0.153655,0.00807791,20,365.0,0.424745171694,751.847723944,0.0,27.890638828277588,1.1248,0.00345585,3.07307,84.36687922477722
900.0,27.564262866973877,21.7318,-0.00181299,1.30637,-0.00346573,20,65.0,0.198833981402,210.416254125,0.0,27.678233861923218,1.12801,0.00300696,3.07878,112.06704020500183
1600.0,29.629631519317627,21.7121,0.0165294,0.10409,0.0141512,20,155.0,0.36034058895,393.033077488,0.0,29.717262029647827,1.1275,0.00197883,3.07787,141.80296754837036
500.0,27.146220922470093,21.8923,-0.0218487,0.0178485,-0.0228811,20,25.0,0.25560733301,108.972473589,0.0,27.34947896003723,1.13216,0.000511808,3.08614,169.1716341972351
600.0,29.98154377937317,21.6545,-0.000433363,0.197743,-0.00252766,20,100.0,0.324465928592,204.939015319,0.0,30.050060510635376,1.126,0.00134062,3.07521,199.2266821861267
