MinReturn,ExplainedVariance,TotalExecTime,StdReturn,Perplexity,ItrTime,LossBefore,LossAfter,MaxReturn,AveragePolicyStd,AverageReturn,Entropy,NumTrajs,MeanKL,MaxKL,Time
500.0,0.920819556712,9.513828754425049,71.4142842854,14.8902,9.607494831085205,0.00357395,-0.00461864,800.0,0.935103,630.0,2.7007,20,0.0185553,0.412754,9.60749363899231
500.0,0.918625778536,9.635939836502075,72.6291952317,14.9435,9.677185773849487,-0.01168,-0.0181493,700.0,0.936815,615.0,2.70428,20,0.0133603,0.0610361,19.287816047668457
300.0,0.876175618635,9.59051775932312,149.916643506,14.8565,9.639985799789429,0.000971731,-0.0185844,900.0,0.934026,705.0,2.69844,20,0.0736228,0.436187,28.930599212646484
700.0,0.912233922415,9.681466579437256,80.4673846972,14.8637,9.730860948562622,0.00758473,0.00549792,900.0,0.934283,805.0,2.69892,20,0.00390449,0.0441652,38.66859459877014
600.0,0.891368655121,9.399656057357788,138.202749611,14.9202,9.446721076965332,0.016232,0.01369,1200.0,0.936266,770.0,2.70271,20,0.00164254,0.0601857,48.11971044540405
500.0,0.90623967937,9.475064516067505,106.77078252,15.0418,9.549128770828247,-8.85129e-05,-0.00262224,1000.0,0.940054,740.0,2.71083,20,0.00306205,0.0420956,57.672669649124146
600.0,0.906166818328,9.339169979095459,123.592070943,15.0411,9.380123615264893,-0.0299547,-0.0322514,1000.0,0.939949,785.0,2.71079,20,0.00219754,0.0163981,67.06506776809692
