StdReturn,Time,AveragePolicyStd,Perplexity,NumTrajs,TotalExecTime,ItrTime,LossBefore,AverageReturn,MaxReturn,MaxKL,MinReturn,ExplainedVariance,LossAfter,Entropy,MeanKL
43.5889894354,4.87893533706665,0.805297,11.0609,40,4.802459239959717,4.878929853439331,0.0152731,10.0,200.0,37.0256,0.0,0.0107691942786,-0.0258516,2.40341,0.216251
117.233740877,9.502738952636719,0.811384,11.2311,40,4.5459144115448,4.616123676300049,0.0225815,77.5,400.0,1.51519,0.0,0.058821059134,-0.00561275,2.41869,0.0665231
235.372045919,14.19602370262146,0.816027,11.3586,40,4.649999618530273,4.687541723251343,0.000953451,240.0,700.0,1.65083,0.0,0.116938357312,-0.0454544,2.42998,0.117931
700.0,18.80138635635376,0.816184,11.364,40,4.551285982131958,4.600685358047485,-0.0162019,1050.0,3800.0,2.17532,0.0,0.278632226746,-0.0668636,2.43045,0.126886
847.629046222,24.71911072731018,0.812991,11.2723,40,5.8471620082855225,5.913870334625244,-0.0165822,2205.0,4000.0,0.332121,0.0,0.539854190098,-0.0430766,2.42235,0.0626763
1305.90964465,29.72934627532959,0.809557,11.1793,40,4.9715211391448975,5.0043370723724365,-0.0213408,3560.0,6400.0,25.1573,0.0,0.561514244873,-0.0421747,2.41406,0.0494856
1249.29730249,34.220067262649536,0.805012,11.0606,40,4.440752983093262,4.484897136688232,-0.0195793,4077.5,5800.0,7.08547,0.0,0.677227400229,-0.0493591,2.40339,0.0595087
