NumTrajs,Perplexity,Time,MinReturn,TotalExecTime,LossBefore,Entropy,MeanKL,AveragePolicyStd,MaxKL,ItrTime,AverageReturn,StdReturn,LossAfter,MaxReturn,ExplainedVariance
40,16.3558,7.391991138458252,600.0,7.3270533084869385,0.00775528,2.79458,0.837331,0.982009,42.2915,7.39199686050415,1942.5,601.617611112,-0.119928,3300.0,0.533349243067
40,16.4831,15.371596336364746,0.0,7.887368202209473,0.008039,2.80234,0.150239,0.985069,8.06912,7.9690775871276855,2520.0,2103.11673475,-0.0364572,5600.0,0.596009558655
40,16.5495,22.63190984725952,0.0,7.211873292922974,0.00186196,2.80636,0.0524136,0.986964,2.46358,7.254374742507935,2790.0,1809.5303258,-0.0294508,5900.0,0.580513064923
40,16.5649,30.25158953666687,0.0,7.564328670501709,-0.0238971,2.80729,0.0470431,0.988155,4.54077,7.616388320922852,3647.5,1499.99791667,-0.0488864,5800.0,0.650322072687
40,16.3682,37.45256805419922,1700.0,7.128533601760864,-0.0315295,2.79534,0.15995,0.981892,4.93655,7.190727472305298,3717.5,1027.34792062,-0.0783982,5800.0,0.672274148224
40,16.1122,44.731362104415894,100.0,7.20390248298645,-0.0396234,2.77958,0.172928,0.973827,42.08,7.263630628585815,3807.5,1465.84233463,-0.0789267,5800.0,0.667253129761
40,15.7961,52.07330012321472,100.0,7.281872749328613,-0.0249373,2.75976,0.0523638,0.963827,2.65585,7.338022708892822,4065.0,1549.60478833,-0.0462201,6700.0,0.646743059757
