StdReturn,TotalExecTime,AverageReturn,MaxReturn,LossAfter,Perplexity,Time,NumTrajs,ItrTime,LossBefore,ExplainedVariance,AveragePolicyStd,MeanKL,Entropy,MinReturn,MaxKL
1005.62169825,6.0004518032073975,885.0,3400.0,0.00990028,15.4937,6.089150667190552,20,6.089153051376343,0.0466714,0.103648200344,0.95435,0.248879,2.74043,0.0,0.933845
