LossBefore,TotalExecTime,MeanKL,MaxKL,NumTrajs,LossAfter,AverageReturn,StdReturn,Time,Entropy,Perplexity,MinReturn,AveragePolicyStd,MaxReturn,ItrTime,ExplainedVariance
-0.0106243,11.807659149169922,0.013616,5.64095,20,-0.0161679,650.0,980.05101908,11.891728401184082,3.08155,21.7921,0.0,1.12957,3400.0,11.891732215881348,0.481501501418
-0.000575791,12.460519790649414,0.00364224,0.535754,20,-0.00387073,1030.0,1158.92191281,24.44790244102478,3.07092,21.5618,0.0,1.12358,4200.0,12.55332899093628,0.479030456981
-0.000661422,13.22253131866455,0.0125826,2.91842,20,-0.00664517,980.0,913.016976841,37.731173038482666,3.07064,21.5556,0.0,1.12343,3000.0,13.27175235748291,0.527112808504
-0.0229615,12.890580892562866,0.00967655,0.839561,20,-0.0292091,755.0,773.611659685,50.66492986679077,3.07031,21.5485,0.0,1.12325,2100.0,12.928351163864136,0.522405590552
-0.0135641,10.365861415863037,0.00411844,0.158947,20,-0.0162221,1465.0,1337.63784336,61.088576316833496,3.05882,21.3025,0.0,1.11683,5800.0,10.418191194534302,0.346644997557
0.00989584,12.18168592453003,0.00691012,0.751275,20,0.00640089,1235.0,888.974127857,73.31180691719055,3.05204,21.1585,0.0,1.11304,3300.0,12.219948053359985,0.451055477836
-0.0039617,13.352737188339233,0.0293283,1.933,20,-0.0143032,1470.0,1459.82875708,86.74748873710632,3.05699,21.2635,0.0,1.11581,3900.0,13.427944660186768,0.584974029175
