0Perplexity,1Entropy,0EnvExecTime,0MinReturn,Time,1Perplexity,ComputeUpdatedDistTime,0PolicyExecTime,ItrTime,dLoss,1ProcessExecTime,LossBefore,MeanKL,0MaxReturn,1AverageReturn,0ProcessExecTime,1NumTrajs,0ExplainedVariance,0NumTrajs,1StdReturn,1PolicyExecTime,0AveragePolicyStd,1AveragePolicyStd,1ExplainedVariance,0StdReturn,0AverageReturn,0Entropy,1EnvExecTime,MeanKLBefore,1MinReturn,LossAfter,1MaxReturn
12.2598,2.51471,14.097563743591309,0.0,2416.388034105301,12.3631,0.41265225410461426,4.741077423095703,55.88341784477234,0.00861937478476,0.3823378086090088,-7.42147732158e-10,0.00717745162547,4200.0,1508.75,0.39281797409057617,400,0.0256123034925,400,1660.01458954,16.465557098388672,0.851857,0.855646,0.170008406324,662.219327338,276.75,2.50633,15.167436599731445,-1.67637970172e-09,0.0,-0.00861937552691,6500.0
12.0319,2.48339,13.797204732894897,0.0,2474.954409599304,11.9818,0.41960763931274414,4.59307861328125,56.56736397743225,0.00922374029178,0.40435218811035156,1.60653135239e-09,0.00709400651976,3600.0,1724.75,0.404083251953125,400,0.0811806412098,400,1841.44303129,17.54005742073059,0.84336,0.841911,0.16127043922,633.970819518,309.0,2.48756,15.164153814315796,2.04890948652e-09,0.0,-0.00922373868525,7000.0
11.9433,2.47522,13.630540370941162,0.0,2531.994714975357,11.8843,0.5110740661621094,4.183343887329102,57.02551054954529,0.00808936521644,0.3953132629394531,-1.15251164168e-09,0.00732423737645,4200.0,1314.5,0.38672494888305664,400,0.0556566571752,400,1447.32157795,18.145209074020386,0.840572,0.838445,0.147140942444,729.594236545,418.5,2.48017,15.618167638778687,3.16649462206e-09,0.0,-0.00808936636895,5700.0
11.7512,2.46111,13.73662781715393,0.0,2592.309881210327,11.7178,0.42298388481140137,4.588314771652222,59.1922082901001,0.00858698803931,0.434323787689209,-4.47034853579e-09,0.00699350656942,4600.0,2111.5,0.3595249652862549,400,0.037228200023,400,2083.31892662,18.00455117225647,0.833855,0.832407,0.174942553536,782.974736182,386.75,2.46395,16.51629900932312,1.89989837196e-08,0.0,-0.00858699250966,7200.0
11.7261,2.46478,14.142592668533325,0.0,2651.0907065868378,11.7608,0.4923827648162842,4.6259167194366455,58.77147364616394,0.00928999911484,0.39282703399658203,2.41634534603e-09,0.00720935780555,4900.0,1643.75,0.40173983573913574,400,0.0359238675895,400,1627.10200587,18.26557230949402,0.833014,0.834753,0.252490665481,824.320326087,436.0,2.46182,16.016608953475952,-1.86264492719e-09,0.0,-0.0092899966985,7200.0
11.5615,2.45235,14.267998695373535,0.0,2712.0642187595367,11.6156,0.45188283920288086,4.751177549362183,59.81576728820801,0.00812887959182,0.3880274295806885,-9.31322519104e-10,0.00790341384709,4800.0,1318.75,0.4166374206542969,400,0.032787175492,400,1430.58499835,18.261513471603394,0.827814,0.829873,0.182132555275,806.259263513,386.0,2.44768,15.97810173034668,1.11758702293e-09,0.0,-0.00812888052315,6300.0
11.4361,2.44435,13.732085227966309,0.0,2769.615254640579,11.523,0.4004175662994385,4.478113412857056,57.538135051727295,0.00950091499908,0.4051196575164795,1.67710845211e-09,0.00664855772629,4400.0,1951.5,0.39713263511657715,400,0.034341460466,400,1872.60453647,17.42298150062561,0.822874,0.826136,0.335753338146,806.389484058,394.0,2.43678,15.577792882919312,3.72529035397e-10,0.0,-0.00950091332197,7300.0
11.453,2.43982,14.413454532623291,0.0,2828.2572407722473,11.471,0.44258785247802734,4.128353595733643,57.338215589523315,0.00839906260371,0.39087867736816406,7.45058126306e-10,0.00958996731788,3700.0,1560.25,0.38242197036743164,400,0.0377344226664,400,1407.7801453,17.71787667274475,0.823031,0.823851,0.165348210908,585.586831734,274.25,2.43826,15.334646701812744,7.45058681417e-10,0.0,-0.00839906185865,5600.0
11.2724,2.42928,13.957612752914429,0.0,2884.499523639679,11.3507,0.4232289791107178,4.201692581176758,56.23111128807068,0.0080650440068,0.397646427154541,-8.7311480268e-10,0.00679828319699,4600.0,1621.25,0.3769211769104004,400,0.0366765818013,400,1773.73150096,17.384743690490723,0.816751,0.819951,0.121178055699,669.099394709,284.0,2.42236,15.150734186172485,-2.23517404585e-09,0.0,-0.00806504487991,6800.0
11.3052,2.42924,13.799237728118896,0.0,2941.240583181381,11.3503,0.4714076519012451,4.663087606430054,55.53549528121948,0.00859020752832,0.3582265377044678,-8.38190183927e-10,0.00676088454202,4100.0,1947.5,0.39214015007019043,400,0.0478197665042,400,1968.14474823,16.817943572998047,0.81833,0.820006,0.13386668874,711.196175468,360.0,2.42526,14.86318325996399,-2.77555756156e-16,0.0,-0.00859020836651,6800.0
