AverageReturn,Perplexity,AveragePolicyStd,TotalExecTime,Time,LossAfter,MeanKL,ExplainedVariance,MaxKL,ItrTime,LossBefore,Entropy,NumTrajs,MaxReturn,StdReturn,MinReturn
630.0,21.7921,1.12957,25.905484676361084,26.039334058761597,-0.00513683,0.00392716,0.354412343552,0.858913,26.039336442947388,-0.00210329,3.08155,20,2000.0,638.043885638,0.0
280.0,21.7463,1.12838,28.286365270614624,54.40826964378357,0.00467409,0.00440427,0.175169498077,0.168706,28.36461567878723,0.00688857,3.07944,20,1600.0,450.111097397,0.0
455.0,21.8214,1.13033,25.702418565750122,80.19649624824524,-0.00827353,0.00571802,0.221383671464,0.436951,25.782966136932373,-0.00481664,3.08289,20,1700.0,580.925984958,0.0
425.0,21.7689,1.12897,32.13939881324768,112.40079712867737,-0.0140672,0.0011006,0.335846710696,0.113309,32.19534754753113,-0.0123612,3.08048,20,1400.0,479.452813111,0.0
400.0,21.6347,1.12548,25.908233404159546,138.39184856414795,0.000514459,0.00307474,0.237318974017,0.341911,25.985639333724976,0.003811,3.0743,20,1900.0,587.367006224,0.0
550.0,21.676,1.12656,29.16464114189148,167.76375007629395,0.00372452,0.00318862,0.234926085657,0.0705775,29.352225065231323,0.00634968,3.07621,20,1900.0,584.380013347,0.0
445.0,21.7449,1.12835,26.216633081436157,194.07876110076904,0.0153484,0.00157111,0.373224822775,0.830072,26.310136795043945,0.017731,3.07938,20,2900.0,703.899850831,0.0
