Entropy,AverageReturn,LossBefore,ItrTime,ExplainedVariance,MinReturn,LossAfter,MeanKL,Time,AveragePolicyStd,MaxKL,Perplexity,TotalExecTime,MaxReturn,NumTrajs,StdReturn
3.08155,120.0,-0.0062324,25.71312928199768,0.419003553545,0.0,-0.0102735,0.013895,25.713124752044678,1.12957,4.33628,21.7921,25.57793927192688,900.0,20,250.199920064
3.07532,155.0,-0.00729588,29.701321125030518,0.29157449139,0.0,-0.0147159,0.0240096,55.42469239234924,1.12606,1.23307,21.6567,29.61133313179016,1000.0,20,297.447474355
3.07167,35.0,0.00694491,22.616994619369507,0.290113472645,0.0,0.00451317,0.0021413,78.05042457580566,1.124,0.207503,21.5779,22.53217887878418,500.0,20,110.792599031
3.07514,50.0,-0.000121932,24.63952326774597,0.255334381354,0.0,-0.00296054,0.00465305,102.7023868560791,1.12599,0.177849,21.6529,24.553734064102173,500.0,20,128.452325787
3.07508,95.0,2.46186e-05,23.448110342025757,0.230807863727,0.0,-0.0027588,0.00337172,126.15552878379822,1.12595,0.78863,21.6516,23.35794234275818,500.0,20,153.21553446
3.07509,65.0,-0.00792397,23.52165937423706,0.267060726681,0.0,-0.0112287,0.00446994,149.68693733215332,1.12595,0.513244,21.6519,23.439369440078735,700.0,20,195.639975465
3.07113,140.0,0.00552095,26.025219917297363,0.475138389791,0.0,0.00307045,0.00205426,175.7210247516632,1.12371,0.417876,21.5662,25.8630428314209,700.0,20,237.486841741
