Perplexity,AveragePolicyStd,LossBefore,ExplainedVariance,MinReturn,Time,AverageReturn,MaxKL,Entropy,StdReturn,TotalExecTime,MeanKL,NumTrajs,LossAfter,MaxReturn,ItrTime
5.67789,0.58088,0.00243168,0.0736921512197,0.0,4.1505210399627686,22.5,0.98445,1.73658,79.0174031464,4.0754053592681885,0.0533259,40,-0.0246115,300.0,4.150528192520142
5.69171,0.581436,0.0068179,0.192297581583,0.0,8.331924200057983,62.5,0.483928,1.73901,121.83492931,4.092773199081421,0.0786622,40,-0.0352086,400.0,4.177318334579468
5.71115,0.582612,-0.0035984,0.202306320921,0.0,12.535693883895874,80.0,0.855006,1.74242,143.527000944,4.145421743392944,0.217686,40,-0.0547077,400.0,4.200730323791504
5.70088,0.582348,0.00212905,0.573972699347,0.0,16.747714281082153,230.0,0.523026,1.74062,166.132477258,4.142702579498291,0.0514375,40,-0.0253316,500.0,4.204927682876587
5.70695,0.582867,0.00853442,0.701065254733,0.0,20.988515377044678,242.5,0.233829,1.74169,128.233186032,4.205188989639282,0.0154708,40,-0.00772864,400.0,4.23690938949585
5.73136,0.584225,0.00104986,0.852624304426,0.0,25.26001000404358,312.5,0.657076,1.74595,87.1421252897,4.228799104690552,0.109551,40,-0.0212372,400.0,4.266173601150513
5.73437,0.584292,0.00489897,0.736048830042,0.0,29.503959894180298,280.0,0.720423,1.74648,132.664991614,4.167891263961792,0.13287,40,-0.030124,400.0,4.228388786315918
