AveragePolicyStd,StdReturn,NumTrajs,TotalExecTime,LossAfter,Time,LossBefore,Perplexity,MaxKL,Entropy,MinReturn,AverageReturn,MaxReturn,ItrTime,ExplainedVariance,MeanKL
1.00568,88.7411967465,20,11.793564558029175,0.0023095,11.902349948883057,0.00515592,17.2706,0.0226774,2.849,0.0,25.0,400.0,11.902355194091797,0.22020503633,0.0015819
1.00825,0.0,20,13.785861015319824,-0.0,25.970006465911865,-0.0,17.3598,0.0,2.85416,0.0,0.0,0.0,14.03471302986145,1,0.0
1.00825,87.1779788708,20,13.831570386886597,-0.102117,39.9639687538147,0.0117521,17.3598,375.127,2.85416,0.0,20.0,400.0,13.97402834892273,0.0546921809834,8.37811
1.01115,254.754784057,20,13.681082248687744,-0.0216616,53.870808839797974,-0.0226234,17.4621,2.76536,2.86004,0.0,110.0,800.0,13.89808988571167,0.144671012197,0.0133731
1.00548,87.1779788708,20,13.863998413085938,-0.75599,67.77295517921448,-0.00580856,17.2657,914.967,2.84872,0.0,20.0,400.0,13.89911150932312,0.119405862401,15.8714
1.00402,426.936763467,20,14.986874341964722,3.24093,82.96497082710266,-0.0293198,17.2157,1082.0,2.84582,0.0,185.0,1400.0,15.187221765518188,0.113762132661,8.22632
0.996661,145.859521458,20,15.608938455581665,-0.0145605,98.72205758094788,-0.0127266,16.9651,0.302954,2.83116,0.0,65.0,500.0,15.741708517074585,0.159717953835,0.00109642
