LossAfter,TotalExecTime,ItrTime,NumTrajs,MeanKL,MaxReturn,Perplexity,LossBefore,Entropy,MaxKL,AverageReturn,MinReturn,AveragePolicyStd,ExplainedVariance,Time,StdReturn
0.665086,17.230384826660156,17.549813985824585,20,7.61534,4000.0,17.0795,0.0119815,2.83788,374.484,200.0,0.0,1.0,0.24754190069,17.549806118011475,871.779788708
2.50453,17.3506441116333,17.637574195861816,20,33.7138,4100.0,17.2853,0.0136173,2.84986,1841.7,210.0,0.0,1.00601,0.211121695964,35.20420289039612,892.692556259
0.00552452,16.76388716697693,16.983059406280518,20,0.00683755,4700.0,17.4034,0.00910313,2.85667,0.503707,235.0,0.0,1.00944,0.16378895036,52.19306564331055,1024.34125173
-0.0122813,17.32960844039917,17.440159559249878,20,0.00064334,4700.0,17.4828,-0.0107708,2.86122,0.0121481,275.0,0.0,1.01176,0.366922393687,69.63979411125183,1029.98786401
-0.0,16.864454984664917,17.153762340545654,20,0.0,0.0,17.3889,-0.0,2.85583,0.0,0.0,0.0,1.00903,1,86.83692693710327,0.0
35.8049,16.151651620864868,16.375428915023804,20,171.786,10100.0,17.3889,-0.0143713,2.85583,10234.3,1125.0,0.0,1.00903,0.369339642805,103.23310542106628,2814.93783235
-0.0,16.262026071548462,16.40099263191223,20,0.0,0.0,17.2644,-0.0,2.84865,0.0,0.0,0.0,1.00542,1,119.6438729763031,0.0
