AverageReturn,AveragePolicyStd,MeanKL,Entropy,Time,LossBefore,ItrTime,TotalExecTime,ExplainedVariance,MinReturn,NumTrajs,MaxKL,Perplexity,LossAfter,StdReturn,MaxReturn
0.0,1.0032,0.0,2.84416,6.745810031890869,-0.0,6.7458155155181885,6.672966480255127,1,0.0,20,0.0,17.1872,-0.0,0.0,0.0
5.0,1.0032,0.0194196,2.84416,13.213201522827148,-0.0126562,6.461574077606201,6.415359735488892,0.020110343928,0.0,20,0.0774339,17.1872,-0.0205386,21.7944947177,100.0
0.0,1.00001,0.0,2.83783,19.83063554763794,-0.0,6.6134984493255615,6.578445911407471,1,0.0,20,0.0,17.0787,-0.0,0.0,0.0
0.0,1.00001,0.0,2.83783,26.30717134475708,-0.0,6.470475196838379,6.429780006408691,1,0.0,20,0.0,17.0787,-0.0,0.0,0.0
75.0,1.00001,0.0164889,2.83783,33.05300784111023,-0.0149708,6.7414751052856445,6.696002244949341,0.0172275026384,0.0,20,0.0629559,17.0787,-0.020124,284.385302011,1300.0
70.0,0.99629,0.0195714,2.83035,41.94672226905823,-0.00229407,8.8903489112854,8.850565433502197,0.0708228623301,0.0,20,0.0715056,16.9514,-0.0111439,245.153013443,1100.0
110.0,0.995755,0.00568637,2.8292,50.55901026725769,0.018384,8.608606815338135,8.53403902053833,0.0143173567086,0.0,20,0.0176787,16.9319,0.0135554,308.058436015,1300.0
