MaxReturn,Time,AveragePolicyStd,AverageReturn,ExplainedVariance,NumTrajs,MeanKL,TotalExecTime,StdReturn,Entropy,MaxKL,ItrTime,LossAfter,MinReturn,LossBefore,Perplexity
700.0,10.990143299102783,1.00326,45.0,0.160931164326,20,0.0798765,10.898850202560425,156.444878472,2.84233,0.466368,10.990148305892944,-0.0195867,0.0,-0.00472932,17.1557
23500.0,21.84444284439087,1.00082,8385.0,0.820110609642,20,0.0869465,10.790712118148804,10389.9602983,2.8376,0.320246,10.849095582962036,-0.0469314,0.0,-0.0140323,17.0747
34500.0,32.79911684989929,0.997336,21565.0,0.868159856161,20,0.0555385,10.882926225662231,14264.9316507,2.83058,0.14894,10.950268507003784,-0.0258646,0.0,-0.0101232,16.9554
33400.0,43.47116255760193,0.994752,26925.0,0.854660912434,20,0.187118,10.621952295303345,6630.90303051,2.82552,0.342782,10.664117336273193,-0.0361468,0.0,0.000757728,16.8698
31700.0,54.26848769187927,0.99485,12545.0,0.759136938952,20,0.106139,10.747800588607788,10983.6457973,2.8259,0.245719,10.79288625717163,-0.0430891,0.0,-0.0177541,16.8761
35600.0,64.61194825172424,0.990586,29305.0,0.848915944811,20,0.279221,10.2903151512146,3123.69572782,2.81702,0.689213,10.336546421051025,-0.069517,22300.0,-0.0175532,16.727
13900.0,75.37029242515564,0.986241,5385.0,0.269189786389,20,0.237798,10.70681095123291,4068.44872156,2.80825,0.492568,10.754678964614868,-0.0517731,0.0,-0.00547165,16.5808
