StdReturn,AverageReturn,Time,NumTrajs,MaxKL,TotalExecTime,LossAfter,ItrTime,AveragePolicyStd,Perplexity,MinReturn,LossBefore,MeanKL,MaxReturn,ExplainedVariance,Entropy
193.067345763,85.0,8.966080665588379,20,18549.6,8.882333993911743,28.5152,8.966086149215698,1.00066,17.1021,0.0,-0.00187884,157.557,600.0,0.227014936789,2.8392
47.6969600708,15.0,17.71587634086609,20,38.4241,8.667835235595703,-0.0448683,8.741889476776123,0.999736,17.07,0.0,-0.00764439,0.366216,200.0,0.152048643341,2.83732
65.3834841531,15.0,26.574049472808838,20,0.0716868,8.809751033782959,0.0115433,8.853820323944092,0.997818,17.0049,0.0,0.0132659,0.000988396,300.0,0.134330189145,2.8335
21.7944947177,5.0,35.773869037628174,20,0.00132904,9.069580793380737,4.87603e-05,9.184803485870361,1.00113,17.118,0.0,0.000646522,0.000104192,100.0,0.314677718344,2.84013
152.561463024,35.0,44.6398549079895,20,2.9041,8.792211055755615,-0.00096472,8.861948490142822,1.00129,17.1236,0.0,0.00337111,0.0679951,700.0,0.0734178871024,2.84046
221.979728804,115.0,53.59236240386963,20,880.194,8.906808614730835,-1.45967,8.947480201721191,1.00214,17.1525,0.0,-0.00346709,7.33595,800.0,0.139366935791,2.84214
0.0,0.0,62.387880086898804,20,0.0,8.749637603759766,-0.0,8.780565977096558,1.00128,17.1228,0.0,-0.0,0.0,0.0,1,2.84041
