MeanKL,MinReturn,StdReturn,Perplexity,MaxReturn,Entropy,MaxKL,LossAfter,AveragePolicyStd,LossBefore,ExplainedVariance,TotalExecTime,AverageReturn,Time,NumTrajs,ItrTime
0.0,0.0,0.0,14.8902,0.0,2.7007,0.0,-0.0,0.935103,-0.0,1,10.807311773300171,0.0,10.892040014266968,20,10.892045497894287
0.0,0.0,0.0,14.8902,0.0,2.7007,0.0,-0.0,0.935103,-0.0,1,10.66219711303711,0.0,21.614742517471313,20,10.71748948097229
0.0,0.0,0.0,14.8902,0.0,2.7007,0.0,-0.0,0.935103,-0.0,1,10.853940725326538,0.0,32.51243567466736,20,10.890788078308105
0.0,0.0,0.0,14.8902,0.0,2.7007,0.0,-0.0,0.935103,-0.0,1,10.563353538513184,0.0,43.1157910823822,20,10.5994291305542
0.0,0.0,0.0,14.8902,0.0,2.7007,0.0,-0.0,0.935103,-0.0,1,10.747924327850342,0.0,53.96315121650696,20,10.843153715133667
0.0,0.0,0.0,14.8902,0.0,2.7007,0.0,-0.0,0.935103,-0.0,1,10.87529993057251,0.0,64.89960289001465,20,10.927391767501831
0.0,0.0,0.0,14.8902,0.0,2.7007,0.0,-0.0,0.935103,-0.0,1,10.812736749649048,0.0,75.76004552841187,20,10.853549003601074
