MinReturn,NumTrajs,Entropy,StdReturn,MaxReturn,ItrTime,AveragePolicyStd,Perplexity,LossAfter,LossBefore,AverageReturn,MeanKL,ExplainedVariance,Time,TotalExecTime,MaxKL
0.0,20,2.67957,0.0,0.0,10.72441816329956,0.92455,14.5788,-0.0,-0.0,0.0,0.0,1,10.724411249160767,10.64195466041565,0.0
0.0,20,2.67957,0.0,0.0,10.841623306274414,0.92455,14.5788,-0.0,-0.0,0.0,0.0,1,21.574008226394653,10.769665718078613,0.0
0.0,20,2.67957,0.0,0.0,10.760983228683472,0.92455,14.5788,-0.0,-0.0,0.0,0.0,1,32.34346270561218,10.65491509437561,0.0
0.0,20,2.67957,0.0,0.0,10.990896224975586,0.92455,14.5788,-0.0,-0.0,0.0,0.0,1,43.33863711357117,10.896230697631836,0.0
0.0,20,2.67957,0.0,0.0,10.819737911224365,0.92455,14.5788,-0.0,-0.0,0.0,0.0,1,54.16366219520569,10.751507759094238,0.0
0.0,20,2.67957,0.0,0.0,10.979926109313965,0.92455,14.5788,-0.0,-0.0,0.0,0.0,1,65.14966869354248,10.934417247772217,0.0
0.0,20,2.67957,0.0,0.0,10.695735216140747,0.92455,14.5788,-0.0,-0.0,0.0,0.0,1,75.8489019870758,10.656316995620728,0.0
