LossAfter,LossBefore,AveragePolicyStd,Time,TotalExecTime,Perplexity,StdReturn,ItrTime,ExplainedVariance,AverageReturn,MaxKL,Entropy,MaxReturn,NumTrajs,MinReturn,MeanKL
-0.0599801,-0.0031217,0.58088,6.810361385345459,6.740746736526489,5.67789,79.2148975888,6.810365438461304,0.134714385328,35.0,1.37083,1.73658,300.0,40,0.0,0.133594
-0.0270616,0.00408333,0.579094,12.766072511672974,5.8933775424957275,5.66019,176.759016743,5.9498841762542725,0.634545994267,297.5,0.450674,1.73346,600.0,40,0.0,0.0771298
-0.030748,0.00289857,0.579843,18.98276925086975,6.1695027351379395,5.67176,220.0,6.211975336074829,0.606449848719,540.0,0.418784,1.7355,1100.0,40,0.0,0.0925696
-0.101661,-0.000271853,0.580102,24.9547061920166,5.907989263534546,5.67998,379.835490706,5.965578079223633,0.613698447049,1385.0,2.00129,1.73695,2200.0,40,700.0,0.394771
-0.11579,-0.0187387,0.580293,31.05739426612854,6.038732051849365,5.67921,623.618473107,6.090784788131714,0.893802463498,5340.0,1.201,1.73681,6600.0,40,3500.0,0.371299
-0.111908,-0.0647364,0.577374,37.33682155609131,6.226322412490845,5.62625,343.183624318,6.264557361602783,0.980961074959,7285.0,0.391094,1.72744,7900.0,40,6500.0,0.184778
-0.0467071,-0.0239287,0.568041,43.81119728088379,6.335920333862305,5.44705,213.292639348,6.4715447425842285,0.992252888366,7552.5,0.108308,1.69507,7900.0,40,7000.0,0.078658
