ExplainedVariance,NumTrajs,AveragePolicyStd,Perplexity,AverageReturn,Time,MaxKL,MeanKL,MaxReturn,LossBefore,ItrTime,TotalExecTime,StdReturn,LossAfter,Entropy,MinReturn
1,20,1.00568,17.2706,0.0,15.748323440551758,0.0,0.0,0.0,-0.0,15.748329877853394,15.471684694290161,0.0,-0.0,2.849,0.0
1,20,1.00568,17.2706,0.0,32.55922222137451,0.0,0.0,0.0,-0.0,16.795346975326538,16.592058897018433,0.0,-0.0,2.849,0.0
0.0674913894392,20,1.00568,17.2706,30.0,49.5844669342041,4.28297,0.0476684,500.0,0.00999719,16.99629783630371,16.607252597808838,110.0,0.00826435,2.849,0.0
0.0253032222635,20,1.00822,17.3571,5.0,65.82790780067444,25.273,0.164023,100.0,0.0116206,16.23210620880127,16.129714965820312,21.7944947177,0.0312443,2.854,0.0
0.127169960957,20,1.01116,17.4582,70.0,83.07210731506348,910.181,23.1242,900.0,0.00316729,17.22258472442627,16.99409294128418,219.317121995,3.53647,2.85981,0.0
0.170431305505,20,1.01193,17.4859,20.0,99.73889088630676,108.968,0.826403,400.0,0.000286832,16.639134168624878,16.4249165058136,87.1779788708,0.0149445,2.8614,0.0
1,20,1.01204,17.4884,0.0,117.21917867660522,0.0,0.0,0.0,-0.0,17.47195601463318,17.29989504814148,0.0,-0.0,2.86154,0.0
