Perplexity,NumTrajs,MeanKL,StdReturn,LossAfter,Time,ItrTime,MaxReturn,AverageReturn,Entropy,AveragePolicyStd,ExplainedVariance,MinReturn,MaxKL,LossBefore,TotalExecTime
11.0609,40,0.404632,161.844833096,-0.0602261,4.92941427230835,4.929419755935669,600.0,107.5,2.40341,0.805297,0.0814480483275,0.0,7.38553,0.0109181,4.8650782108306885
11.1823,40,0.226311,887.679559301,-0.0890782,9.636762619018555,4.699291944503784,4800.0,2195.0,2.41433,0.809992,0.450699704574,600.0,1.78304,-0.0109224,4.640466690063477
11.1214,40,0.0730892,796.770826524,-0.088359,14.366259574890137,4.724536418914795,6600.0,4862.5,2.40887,0.807528,0.83439367229,3200.0,2.55981,-0.0483816,4.693382740020752
10.8556,40,0.112406,884.293503312,-0.0457465,19.165791273117065,4.789601802825928,6500.0,4845.0,2.38468,0.797756,0.802685364099,3200.0,0.82688,-0.0138833,4.749557733535767
10.7805,40,0.0297492,919.099423349,-0.0870554,24.11019492149353,4.93874716758728,7000.0,5197.5,2.37774,0.795103,0.850014175917,3500.0,0.437021,-0.0637316,4.88415002822876
10.4424,40,0.0436991,931.581316902,-0.0748558,29.290731191635132,5.166336536407471,7300.0,5437.5,2.34587,0.782399,0.828201499805,3400.0,5.03163,-0.0501668,5.121961832046509
10.1837,40,0.126018,1014.34708064,-0.0933082,34.16677689552307,4.870716333389282,7400.0,5860.0,2.32079,0.772591,0.863047644617,3200.0,6.42506,-0.0500431,4.836118459701538
