AverageReturn,NumTrajs,StdReturn,TotalExecTime,LossBefore,MeanKL,MinReturn,Time,LossAfter,MaxReturn,Entropy,MaxKL,AveragePolicyStd,Perplexity,ItrTime,ExplainedVariance
70.0,20,305.122926048,10.710912942886353,0.0125388,0.0408775,0.0,10.781789541244507,0.000854153,1400.0,2.84233,0.365065,1.00326,17.1557,10.781792163848877,0.146893187017
13760.0,20,9287.37853218,10.665196657180786,0.00493085,0.10751,0.0,21.50118088722229,-0.0267646,28300.0,2.85487,0.220593,1.00954,17.3722,10.716750144958496,0.678865490406
25605.0,20,8705.71507689,10.765909194946289,-0.0171736,0.00890357,6000.0,32.30620765686035,-0.0219646,35400.0,2.85733,0.0239359,1.01099,17.415,10.800628900527954,0.864288639622
26100.0,20,9753.40966022,10.516550779342651,-0.00667429,0.0685521,0.0,42.865676403045654,-0.0201344,36000.0,2.84875,0.175736,1.00681,17.2661,10.554935216903687,0.874439840133
13030.0,20,10740.9077829,10.655808210372925,-0.0128339,0.240773,0.0,53.59234070777893,-0.0604502,26600.0,2.84541,0.638867,1.00496,17.2086,10.723900556564331,0.764233304291
24485.0,20,4277.76518757,10.379578590393066,-0.0037343,0.445292,17400.0,64.04585814476013,-0.0715984,33000.0,2.83899,0.849977,1.00168,17.0985,10.449699878692627,0.668558279347
8145.0,20,8731.57918134,10.57902479171753,0.02284,0.0598225,0.0,74.66828227043152,0.00489573,26300.0,2.83713,0.155336,1.00068,17.0667,10.618659734725952,0.695933556277
