Entropy,MaxKL,Time,AveragePolicyStd,AverageReturn,TotalExecTime,StdReturn,MaxReturn,NumTrajs,MeanKL,Perplexity,ExplainedVariance,LossBefore,LossAfter,ItrTime,MinReturn
2.73374,1.52166,5.1509435176849365,0.949513,1840.0,5.097322702407837,2327.74569058,7300.0,20,0.126322,15.3903,0.272125427343,0.00429022,-0.0112237,5.1509482860565186,0.0
2.73803,0.302033,9.954056739807129,0.951438,14320.0,4.747415781021118,5615.74572074,22400.0,20,0.103925,15.4565,0.674836330924,-0.00204714,-0.0448988,4.799259424209595,5300.0
2.73701,2.02471,14.753743648529053,0.950952,18325.0,4.754050254821777,3489.53793503,22200.0,20,0.126599,15.4407,0.852025509775,-0.00146393,-0.0441842,4.788246393203735,7800.0
2.73627,0.0710531,19.4928081035614,0.950573,15200.0,4.70644736289978,7872.80128036,23000.0,20,0.0145119,15.4294,0.855533251239,0.0136096,0.00834139,4.733664512634277,0.0
2.74308,0.177299,24.287692070007324,0.953778,17715.0,4.754382133483887,7710.85436252,22600.0,20,0.0192146,15.5347,0.862258021645,0.00919372,-0.00140902,4.791550636291504,0.0
2.74767,1.15995,29.239177703857422,0.956013,15290.0,4.854269742965698,7774.11731324,23100.0,20,0.127036,15.6063,0.776781307973,0.0162598,-0.0374396,4.9468674659729,0.0
2.7558,0.291656,34.148317098617554,0.95995,18250.0,4.852921485900879,4976.09284479,22700.0,20,0.0637173,15.7337,0.881847978513,-0.0109996,-0.0273702,4.904132604598999,0.0
