Perplexity,TotalExecTime,MaxReturn,MaxKL,NumTrajs,Time,LossAfter,MinReturn,StdReturn,ExplainedVariance,LossBefore,Entropy,ItrTime,AverageReturn,MeanKL,AveragePolicyStd
13.0471,6.150786399841309,1200.0,0.543831,20,6.214252233505249,-0.0117975,900.0,73.4846922835,0.939211431548,0.00198772,2.56857,6.214258909225464,1040.0,0.0465972,0.87453
13.0731,6.040104627609253,1200.0,0.1688,20,12.30133605003357,-0.0201243,1000.0,76.8114574787,0.944502706332,-0.00929771,2.57056,6.082804918289185,1090.0,0.0155309,0.875595
13.0125,6.588307857513428,1300.0,0.0973193,20,18.978317499160767,0.00702147,1000.0,66.8954408013,0.94770504195,0.0146876,2.56591,6.673883676528931,1145.0,0.00785659,0.87344
13.1084,6.345162868499756,1200.0,0.0235016,20,25.374106884002686,-0.00837549,900.0,97.3396116697,0.942883947625,-0.00362735,2.57325,6.392954111099243,1095.0,0.00603506,0.876543
13.0846,6.44249415397644,1200.0,0.212656,20,31.869715690612793,0.00607027,300.0,243.464576479,0.878152398901,0.0245249,2.57144,6.490674734115601,985.0,0.0134453,0.875738
13.2461,6.336437702178955,1200.0,0.045802,20,38.24155616760254,0.0130253,1000.0,70.0,0.942357020054,0.0193391,2.5837,6.362675666809082,1110.0,0.00798505,0.881214
13.3748,6.482875108718872,1200.0,0.0466542,20,44.772664070129395,-0.0107566,1000.0,76.6485485838,0.94560190225,-0.00678863,2.59337,6.527429580688477,1075.0,0.00376845,0.885762
